"performer","beat_1","beat_2","beat_3","beat_4","intensity_1","intensity_2","intensity_3","intensity_4","bar"
"CH",0.261178920187931,0.259501112176985,0.2282955609814,0.251024406653683,0.178571428571429,-0.178571428571429,0.0422077922077926,-0.0616883116883119,"55"
"CH",0.227894706800182,0.239495048639449,0.26943192971938,0.263178314840989,0.00974025974025965,0.0259740259740259,-0.12987012987013,0.035714285714286,"56"
"CH",0.230769258505921,0.230769258505921,0.315955566821583,0.222505916166576,0.103896103896104,0.0259740259740259,-0.0779220779220781,-0.207792207792208,"57"
"CH",0.197952282860008,0.201151940880559,0.310793342407563,0.29010243385187,0.308441558441558,-0.0551948051948053,-0.146103896103896,-0.155844155844156,"58"
"CH",0.312500052315834,0.223214083924642,0.21875007847375,0.245535785285774,-0.103896103896104,0.149350649350649,-0.0162337662337662,0.162337662337662,"59"
"CH",0.233230160074551,0.266275585377736,0.255383721880569,0.245110532667144,0.0292207792207794,-0.0714285714285715,0.12012987012987,0.0811688311688312,"60"
"CH",0.292847016378299,0.231506132503915,0.239032378305557,0.236614472812229,0,-0.175324675324676,-0.149350649350649,-0.155844155844156,"61"
"CH",0.258620654819416,0.245689622078445,0.284482720301358,0.211207002800781,0.185064935064935,-0.0487012987012987,-0.0194805194805193,-0.0551948051948053,"62"
"CH",0.27586227798014,0.267241316605958,0.215517164740616,0.241379240673287,0.357142857142857,-0.0584415584415584,-0.211038961038961,0.282467532467533,"63"
"CH",0.254032194044306,0.209677492520793,0.267302351990335,0.268987961444566,-0.116883116883117,-0.155844155844156,0.152597402597403,0.0194805194805193,"64"
"CH",0.285034127205597,0.241699277758613,0.24993902586402,0.22332756917177,-0.00974025974025965,0.214285714285715,-0.418831168831169,0.318181818181818,"65"
"CH",0.243908628775631,0.23991000375984,0.263901004135824,0.252280363328706,-0.0227272727272728,-0.0357142857142855,-0.13961038961039,-0.0324675324675325,"66"
"CH",0.28069505442047,0.252418560244415,0.23641092228375,0.230475463051365,0.188311688311688,0.0941558441558444,-0.168831168831169,0,"67"
"CH",0.25100721856082,0.229109061138495,0.276506535222292,0.243377185078393,-0.0129870129870132,0.0649350649350649,-0.0844155844155842,0.113636363636364,"68"
"CH",0.242641423298402,0.221725392386286,0.258557092336119,0.277076091979193,-0.0292207792207794,0.0681818181818185,-0.256493506493507,-0.159090909090909,"69"
"CH",0.264130190022584,0.243911731294912,0.227375592355068,0.264582486327435,0.220779220779221,-0.00649350649350659,-0.100649350649351,0.14935064935065,"70"
"CH",0.23828143024449,0.265624942779527,0.253906189918503,0.24218743705748,-0.0681818181818185,0.0454545454545456,-0.0487012987012987,0.217532467532468,"71"
"CH",0.234430844680962,0.241039286273282,0.256925757812908,0.267604111232848,-0.194805194805195,-0.00324675324675352,0.201298701298701,-0.126623376623376,"72"
"CH",0.258725393105707,0.22857491623592,0.261228749026133,0.25147094163224,0.0454545454545452,0.14935064935065,-0.0551948051948053,0.068181818181818,"73"
"CH",0.196940101522843,0.229455837563452,0.236040609137056,0.33756345177665,-0.00974025974025965,0,-0.0292207792207794,0.00649350649350659,"74"
"CH",0.202144489365442,0.198746118239878,0.284673346223707,0.314436046170973,-0.13961038961039,-0.0649350649350649,-0.0422077922077921,-0.0779220779220781,"75"
"CH",0.284690690093041,0.207523833422386,0.265503351929929,0.242282124554644,0.0454545454545456,-0.155844155844156,0.113636363636364,0.24025974025974,"76"
"CH",0.27044028865549,0.232249863060222,0.264605386435503,0.232704461848784,-0.0876623376623378,-0.00974025974025965,0.0714285714285715,0.220779220779221,"77"
"CH",0.268088258982581,0.231530743157176,0.243716962573101,0.256664035287142,-0.10064935064935,-0.0714285714285715,0.0389610389610391,0.198051948051948,"78"
"CH",0.229269189962964,0.304111086456621,0.20238935389834,0.264230369682075,-0.149350649350649,0.00974025974025965,0.103896103896104,-0.0454545454545456,"79"
"CH",0.264165895527244,0.258030787488681,0.22238043294837,0.255422884035704,0.0519480519480522,-0.165584415584416,-0.149350649350649,-0.12987012987013,"80"
"CH",0.256097609774697,0.242282630008123,0.244378857541703,0.257240902675477,0.198051948051948,0.0551948051948053,-0.113636363636364,0.0292207792207794,"81"
"CH",0.270107970673182,0.277331806224325,0.223644662516816,0.228915560585678,0.185064935064935,-0.103896103896104,-0.0194805194805198,0.00974025974025965,"82"
"CH",0.256410456730769,0.2628203125,0.243589543269231,0.2371796875,-0.0162337662337662,0.0292207792207794,-0.0259740259740259,0.0194805194805193,"83"
"CH",0.261146245790954,0.235668941944876,0.235668941944876,0.267515870319293,0.0422077922077921,0.0519480519480522,0.0292207792207789,-0.068181818181818,"84"
"CH",0.250050679778677,0.236962208408643,0.220779378900288,0.292207732912392,0.0909090909090908,-0.00324675324675306,0.0454545454545452,-0.00324675324675306,"85"
"CH",0.260894770408163,0.24250637755102,0.217580994897959,0.279017857142857,-0.0909090909090908,0,-0.0389610389610391,0.188311688311688,"86"
"CH",0.263888671875,0.237413411458333,0.258775390625,0.239922526041667,-0.116883116883117,0.0909090909090908,0.0649350649350649,-0.113636363636364,"87"
"CH",0.254141085187941,0.254141085187941,0.231336440664697,0.260381388959421,0.10064935064935,-0.0519480519480518,-0.0487012987012987,-0.0357142857142855,"88"
"CH",0.279202242189567,0.255370431022517,0.23957281338312,0.225854513404795,0.103896103896104,-0.11038961038961,-0.0324675324675325,0.00649350649350659,"89"
"CH",0.247435709540931,0.254520618690786,0.196256488049807,0.301787183718477,0.0454545454545452,-0.00324675324675306,-0.0227272727272728,0.0194805194805193,"90"
"CH",0.248546165974084,0.27485018785903,0.23476768985733,0.241835956309556,0.162337662337662,-0.214285714285714,0.0389610389610391,0.0811688311688312,"91"
"CH",0.239101871943528,0.240626106975692,0.247129103316918,0.273142917763862,0.00324675324675306,0.0227272727272728,-0.0194805194805193,-0.0487012987012987,"92"
"CH",0.228757965686275,0.254901960784314,0.274509803921569,0.241830269607843,0.068181818181818,-0.0616883116883119,0.0389610389610391,-0.0649350649350649,"93"
"CH",0.21212131255744,0.207070647287238,0.22222216961277,0.358585870542552,-0.00974025974025965,0.126623376623377,-0.116883116883117,0.0129870129870132,"94"
"CH",0.241106813104396,0.246850389470061,0.255125956629699,0.256916840795845,0.0909090909090908,-0.441558441558441,-0.00649350649350659,0.214285714285714,"95"
"CH",0.226319047109349,0.239534666434217,0.263474708754842,0.270671577701591,-0.068181818181818,-0.0194805194805198,-0.136363636363636,0.220779220779221,"96"
"CH",0.303870991513644,0.253772782357902,0.235855836814484,0.206500389313969,-0.337662337662338,0.314935064935065,-0.0324675324675325,0.0714285714285715,"97"
"CH",0.253495046177991,0.257010584483409,0.226801593544524,0.262692775794076,0.0519480519480518,0.0681818181818185,0.0616883116883114,-0.0714285714285715,"98"
"CH",0.268817036290323,0.268817036290323,0.231182963709677,0.231182963709677,0.00974025974026011,-0.0227272727272728,-0.0292207792207794,0.0649350649350649,"99"
"CH",0.245817926810343,0.224168021275435,0.258728420936664,0.271285630977559,-0.0551948051948053,0.107142857142858,-0.0389610389610391,-0.00324675324675352,"100"
"CH",0.284870426921794,0.243434428287229,0.269332048827411,0.202363095963566,0,-0.0844155844155842,-0.0162337662337662,0.0941558441558444,"101"
"CH",0.262764714127294,0.251213036900232,0.291364352174397,0.194657896798077,0.0551948051948048,-0.0649350649350649,0,0.00649350649350659,"102"
"CH",0.263993511855665,0.228455786428108,0.253839604048046,0.25371109766818,-0.00974025974025965,-0.0779220779220781,0.035714285714286,-0.0454545454545456,"103"
"CH",0.225844577565303,0.250633178929645,0.198089497542452,0.3254327459626,0.0227272727272728,-0.0487012987012987,0.0616883116883119,0.0941558441558439,"104"
"CH",0.257261347837486,0.219916939812484,0.250907741417983,0.271913970932046,-0.0779220779220777,-0.480519480519481,0.181818181818182,0.0259740259740259,"105"
"CH",0.278969860376859,0.253218783961747,0.236051667925385,0.23175968773601,0.0616883116883119,-0.0487012987012987,-0.185064935064935,0.243506493506494,"106"
"CH",0.251087748127953,0.220457019991242,0.25203248934165,0.276422742539155,0.0454545454545452,-0.10064935064935,0.0454545454545456,0.00649350649350613,"107"
"CH",0.21576773654464,0.249740631517034,0.256483239563895,0.27800839237443,0.0876623376623378,-0.0616883116883114,-0.0909090909090913,0.194805194805195,"108"
"CH",0.24888875,0.24,0.257777916666667,0.253333333333333,-0.0357142857142855,-0.0454545454545456,0.0259740259740263,0.178571428571429,"109"
"CH",0.247681783536585,0.254875,0.231119664634146,0.266323551829268,-0.159090909090909,-0.0422077922077921,-0.0162337662337662,-0.00649350649350659,"110"
"CH",0.261561626156163,0.245599483759948,0.231635620563562,0.261203269520327,0.0162337662337662,0.0162337662337662,0.0389610389610391,0.0746753246753246,"111"
"CH",0.259706732526821,0.259338501534148,0.231047044714205,0.249907721224826,-0.0324675324675325,-0.0616883116883119,0.0454545454545456,-0.0324675324675325,"112"
"CH",0.233730022789846,0.27095504288245,0.232663813232636,0.262651121095068,0.0584415584415584,-0.00649350649350659,0.0259740259740263,0.00324675324675306,"113"
"CH",0.2233986212544,0.263047975313827,0.233041101410506,0.280512302021267,0.00324675324675306,0.0454545454545456,-0.0194805194805193,-0.0422077922077926,"114"
"CH",0.349098782678108,0.228829774496109,0.245459988026342,0.176611454799441,-0.0194805194805193,-0.0162337662337662,-0.136363636363636,0.295454545454546,"115"
"CH",0.280859854014599,0.277534306569343,0.218978102189781,0.222627737226277,-0.13961038961039,0.0909090909090913,-0.103896103896104,-0.0162337662337662,"116"
"CH",0.248659711782363,0.255175338498857,0.269195787481802,0.226969162236977,0.0227272727272728,-0.103896103896104,0.0551948051948053,0.0909090909090908,"117"
"CH",0.243730846774194,0.240140120967742,0.252131552419355,0.26399747983871,-0.0681818181818185,0.110389610389611,-0.0551948051948053,0.0324675324675325,"118"
"CH",0.321567010021007,0.25166113827731,0.223698789579831,0.203073062121853,0.00649350649350659,-0.0974025974025974,0.0454545454545456,0.113636363636364,"119"
"CH",0.250678759041655,0.295091081807375,0.211975494804068,0.242254664346902,-0.0129870129870132,-0.12987012987013,0.0454545454545456,-0.0227272727272728,"120"
"CH",0.244448465859721,0.269100765723828,0.243225384208226,0.243225384208226,0.0454545454545452,-0.152597402597402,0.0779220779220777,0.0259740259740259,"121"
"CH",0.23295112901751,0.230103069549548,0.264162480245542,0.272783321187401,-0.0811688311688312,0.146103896103896,-0.116883116883117,0.0292207792207794,"122"
"CH",0.29591030162937,0.267452496412151,0.20513157138989,0.23150563056859,0.0259740259740259,-0.211038961038961,0.13961038961039,-0.227272727272727,"123"
"CH",0.249044412421997,0.277810193271062,0.240492423520924,0.232652970786017,0.256493506493507,-0.0259740259740263,-0.37987012987013,-0.0649350649350649,"124"
"CH",0.264213138080699,0.233298324585352,0.255730702111166,0.246757835222782,0.191558441558441,-0.295454545454545,0.344155844155844,0.0292207792207794,"125"
"CH",0.241198536656276,0.252715100221278,0.26622518695589,0.239861176166556,-0.0811688311688312,0.0194805194805193,-0.0389610389610391,-0.0844155844155842,"126"
"CH",0.282595865215992,0.208845080365255,0.287089844598593,0.22146920982016,0.107142857142857,0.159090909090909,-0.207792207792208,0.0714285714285715,"127"
"CH",0.26409444793509,0.229783104647167,0.258099423954229,0.248023023463514,0.211038961038961,-0.0129870129870132,-0.214285714285714,-0.0162337662337662,"128"
"CH",0.286650240384615,0.234717147435897,0.247863381410256,0.230769230769231,0.126623376623377,0.0389610389610386,-0.162337662337662,0.00974025974026011,"129"
"CH",0.234615533006675,0.21538452107987,0.285629601638173,0.264370344275282,0.162337662337662,-0.0389610389610391,0.0259740259740259,0.126623376623377,"130"
"CH",0.233653823687132,0.200192288443049,0.286586510905143,0.279567376964675,-0.191558441558442,0.0129870129870132,-0.194805194805195,-0.0292207792207794,"131"
"CH",0.281441739740191,0.243280276767091,0.243093791701996,0.232184191790722,0.262987012987013,0.0129870129870132,0.0259740259740259,-0.126623376623376,"132"
"CH",0.251317015209125,0.281398288973384,0.229592680608365,0.237692015209125,0.0909090909090908,-0.266233766233766,0.24025974025974,0.00974025974025965,"133"
"CH",0.247949649666498,0.265600460919226,0.241397958207036,0.24505193120724,0.0941558441558439,-0.0454545454545452,0.0422077922077921,-0.175324675324676,"134"
"CH",0.253705685500083,0.247012688314453,0.257524202003957,0.241757424181507,0.0811688311688312,0.0649350649350649,-0.0422077922077921,-0.0259740259740259,"135"
"CH",0.253886131171287,0.274611192582385,0.233160584008973,0.238342092237356,0.269480519480519,-0.191558441558441,0.00974025974025965,-0.0811688311688312,"136"
"CH",0.247311995967742,0.280756552419355,0.236296370967742,0.235635080645161,0.233766233766234,-0.220779220779221,0.13961038961039,-0.074675324675325,"137"
"CH",0.239116685840531,0.264554966030781,0.228941659941505,0.267386688187183,0.217532467532468,-0.152597402597403,-0.0389610389610386,-0.126623376623377,"138"
"CH",0.237853289593968,0.253034576094517,0.268139157589908,0.240972976721607,0.0909090909090908,0.0454545454545456,0.0779220779220777,-0.0292207792207789,"139"
"CH",0.2704080900536,0.243782124930525,0.262705281474898,0.223104503540977,-0.188311688311688,0.275974025974026,-0.217532467532468,0.0941558441558439,"140"
"CH",0.243240652520953,0.256759084136397,0.241573166858643,0.258427096484007,-0.188311688311688,0.233766233766234,-0.136363636363636,0.126623376623377,"141"
"CH",0.234738511130358,0.276889484576765,0.238371868028367,0.25000013626451,-0.0779220779220781,0.0974025974025974,0.0227272727272728,-0.126623376623377,"142"
"CH",0.24378125,0.278606809701493,0.248756063432836,0.228855876865672,0.110389610389611,0.0389610389610391,-0.0292207792207794,0.0292207792207794,"143"
"CH",0.264039909067946,0.253262440010104,0.242485476130336,0.240212174791614,0.0389610389610391,-0.0941558441558444,-0.0227272727272728,0.0941558441558444,"144"
"CH",0.260909051764884,0.258681881374966,0.221727185485184,0.258681881374966,0.0876623376623378,-0.0584415584415588,-0.0844155844155842,-0.0584415584415584,"145"
"CH",0.257078057500011,0.237947464032766,0.255631748330556,0.249342730136666,-0.035714285714286,0.0454545454545456,0.12012987012987,-0.0779220779220781,"146"
"CH",0.218848374489906,0.262536149828134,0.281499085618388,0.237116390063573,-0.107142857142857,-0.0324675324675325,0.110389610389611,-0.100649350649351,"147"
"CH",0.232253073101591,0.25332083820261,0.265335556194075,0.249090532501724,0.0162337662337662,0.214285714285715,-0.0519480519480522,-0.0584415584415584,"148"
"CH",0.266977929755059,0.24562001574837,0.258384905992841,0.22901714850373,-0.0227272727272728,0.035714285714286,0.11038961038961,-0.0551948051948053,"149"
"CH",0.241167924612308,0.261987909009782,0.254224393756666,0.242619772621244,-0.0941558441558439,0.0649350649350649,0.0649350649350649,0.0714285714285715,"150"
"CH",0.250301942488696,0.250301942488696,0.25540982287637,0.243986292146239,-0.0616883116883119,-0.0129870129870132,-0.0357142857142855,0.0519480519480518,"151"
"CH",0.203257227382042,0.27658954414607,0.293102087037426,0.227051141434462,-0.0292207792207789,0.0487012987012987,-0.035714285714286,-0.0227272727272724,"152"
"CH",0.233095882078979,0.22187541116156,0.292878146851316,0.252150559908146,-0.272727272727273,0.191558441558442,0.0811688311688312,0.0194805194805193,"153"
"CH",0.288806615897366,0.195548733761829,0.258251997345428,0.257392652995377,-0.0746753246753246,0.0551948051948053,-0.00649350649350659,0.0844155844155842,"154"
"CH",0.243459133901914,0.276248959266492,0.211346491186461,0.268945415645133,-0.10064935064935,0.0941558441558439,-0.068181818181818,0.0909090909090908,"155"
"CH",0.257281440728374,0.262135962095868,0.242718331723048,0.23786426545271,-0.253246753246753,0.191558441558442,-0.0584415584415588,0.0681818181818185,"156"
"CH",0.233830690298507,0.23017723880597,0.227378731343284,0.308613339552239,-0.136363636363636,0.0844155844155842,0.0551948051948053,0.0487012987012987,"157"
"CH",0.287773932540931,0.235024112005158,0.230448626477719,0.246753328976192,-0.0227272727272728,-0.0487012987012987,-0.0194805194805193,0.0454545454545456,"158"
"CH",0.278514542686581,0.238726750874212,0.222811634149265,0.259947072289942,0.0129870129870127,-0.142857142857143,0.0746753246753246,0.0616883116883114,"159"
"CH",0.261538461538462,0.243038942307692,0.24926875,0.246153846153846,0.00649350649350659,-0.107142857142857,0.0487012987012987,0.0551948051948053,"160"
"CH",0.235654578422484,0.199522212148685,0.261106074342702,0.303717135086129,-0.0129870129870132,-0.0389610389610391,0.0454545454545456,0.0324675324675325,"161"
"CH",0.286887824546085,0.286926346336578,0.220659694834044,0.205526134283293,-0.0389610389610391,-0.0941558441558439,-0.0292207792207794,0.0714285714285715,"162"
"CH",0.271381536628946,0.250873615247171,0.230693031566409,0.247051816557475,0.068181818181818,-0.0811688311688312,-0.0551948051948053,-0.00974025974025965,"163"
"CH",0.253456328707326,0.235023007629175,0.230414569352741,0.281106094310758,0.0422077922077921,0.0324675324675325,0.0422077922077926,-0.12012987012987,"164"
"CH",0.290909191632217,0.231818148889468,0.218181787190087,0.259090872288228,-0.214285714285715,0.100649350649351,0.191558441558441,-0.0941558441558439,"165"
"CH",0.222199477580425,0.268626356471801,0.248315725826913,0.26085844012086,0.0454545454545452,0.0714285714285715,0.0227272727272728,-0.0909090909090908,"166"
"CH",0.245746147260274,0.246477311643836,0.250133561643836,0.257642979452055,0.162337662337662,-0.113636363636364,0,0.00974025974025965,"167"
"CH",0.242720435280661,0.257028686214248,0.232374601628171,0.26787627687692,0.0714285714285715,-0.0551948051948053,-0.0422077922077921,0.0292207792207789,"168"
"CH",0.199961912016759,0.302799466768235,0.294102837554752,0.203135783660255,-0.0811688311688312,0.074675324675325,-0.0584415584415588,0.0259740259740263,"169"
"CH",0.243478158081271,0.27826104324199,0.217391198015108,0.260869600661631,-0.165584415584416,-0.0259740259740259,-0.0974025974025974,0.103896103896104,"170"
"CH",0.283015788253232,0.210837272974461,0.272037500387457,0.23410943838485,0.0974025974025974,0.13961038961039,-0.233766233766234,-0.214285714285714,"171"
"CH",0.217170489502283,0.242316546181495,0.284210638610779,0.256302325705442,0.295454545454545,0.0487012987012987,-0.0909090909090908,-0.165584415584415,"172"
"CH",0.24252170207518,0.237849369908638,0.248327754300712,0.27130117371547,0.0487012987012987,-0.107142857142858,-0.068181818181818,-0.0129870129870132,"173"
"CH",0.168618220606779,0.223633754999437,0.248482726505469,0.359265297888315,0.035714285714286,0.12012987012987,-0.155844155844156,-0.149350649350649,"174"
"CH",0.25939548989281,0.269065996689029,0.226488675991265,0.245049837426896,0.175324675324676,-0.103896103896104,0.116883116883117,-0.0454545454545452,"175"
"CH",0.244755079710463,0.272727332326777,0.251748306763179,0.230769281199581,0.214285714285714,-0.133116883116883,0.337662337662337,-0.0259740259740259,"176"
"CH",0.249148418491484,0.249148418491484,0.246228710462287,0.255474452554744,0.0584415584415584,0.0259740259740259,-0.133116883116883,0.0487012987012987,"177"
"CH",0.256037236543758,0.244787797328303,0.239987886603853,0.259187079524086,-0.0357142857142855,0.133116883116883,-0.13961038961039,-0.0259740259740259,"178"
"CH",0.246904854314578,0.270769734295759,0.251749640812912,0.23057577057675,-0.162337662337662,-0.0779220779220781,0.37987012987013,-0.347402597402598,"179"
"CH",0.24896265560166,0.244813278008299,0.265560165975104,0.240663900414938,0.37012987012987,-0.12012987012987,0.188311688311688,-0.266233766233766,"180"
"CH",0.246330023755863,0.254715477858318,0.270106353170494,0.228848145215326,0.155844155844156,0.035714285714286,-0.0779220779220781,0.0259740259740259,"181"
"CH",0.262363538746048,0.233112450038776,0.257551512259142,0.246972498956034,0.0389610389610391,0.0844155844155847,-0.155844155844156,-0.0876623376623373,"182"
