"performer","beat_1","beat_2","beat_3","beat_4","beat_5","beat_6","intensity_1","intensity_2","intensity_3","intensity_4","intensity_5","intensity_6","bar","cluster.seqb","cluster.seqi"
"CH",0.173724741722999,0.147782325773168,0.169949646929992,0.217285744528274,0.141027943016684,0.150229598028882,-0.0468384074941452,-0.0281030444964869,-0.10304449648712,-0.112412177985948,0.149882903981264,0.0351288056206089,14,"1","2"
"CH",0.14823636981224,0.164391853255486,0.163783717192519,0.18514681073937,0.156528810624009,0.181912438376376,-0.0327868852459014,-0.00234192037470746,0.0585480093676815,-0.154566744730679,0.187353629976581,-0.166276346604215,15,"4","1"
"CH",0.154544648234485,0.173096758226745,0.140387908404634,0.205328519049942,0.145439186531069,0.181202979553124,0.377049180327869,-0.0281030444964872,-0.0913348946135829,-0.0889929742388761,-0.0257611241217797,0.201405152224824,16,"1","3"
"CH",0.165071928298496,0.160286995489948,0.14593291476834,0.157894887937692,0.174641076211556,0.196172197293969,-0.0421545667447306,-0.14519906323185,-0.0538641686182669,0.00234192037470746,0.0679156908665103,-0.166276346604215,17,"2","1"
"CH",0.174129104477612,0.166666417910448,0.161691791044776,0.165920149253731,0.154975373134328,0.176617164179104,0.38407494145199,-0.0538641686182669,-0.0843091334894612,-0.117096018735363,0.0749414519906324,0.156908665105386,18,"8","2"
"CH",0.176470717993175,0.164215561923207,0.156862615340158,0.164215561923207,0.174019980897045,0.164215561923207,-0.121779859484777,-0.00936768149882917,0.00936768149882917,-0.156908665105386,0.220140515222482,-0.231850117096019,19,"8","1"
"CH",0.19708014811668,0.150851714706778,0.138686030156182,0.158607183498406,0.160127620344803,0.194647303177151,0.210772833723653,-0.0913348946135833,-0.0538641686182669,0.231850117096019,-0.0281030444964872,-0.0374707259953164,20,"5","3"
"CH",0.154822120513229,0.180203345229275,0.16243633564374,0.16243633564374,0.164974914968253,0.175126948001763,0.0234192037470726,-0.0117096018735363,0.0210772833723655,-0.107728337236534,0.0398126463700232,-0.00234192037470713,21,"8","3"
"CH",0.17058048876271,0.154218025431724,0.187004959082769,0.15009603701522,0.15747782142873,0.180622668278848,0.156908665105386,-0.126463700234192,-0.00468384074941459,-0.0117096018735363,0.114754098360656,-0.138173302107728,22,"4","1"
"CH",0.162166364712763,0.157842479921254,0.161676343457111,0.161676343457111,0.156920926118775,0.199717542332986,0.14519906323185,-0.0772833723653395,0.018735362997658,-0.185011709601873,0.135831381733021,-0.0585480093676815,23,"2","1"
"CH",0.1755554503703,0.18000012000008,0.157778105185403,0.1755554503703,0.168888779259186,0.14222209481473,0.0304449648711943,0.0608899297423886,-0.0866510538641683,-0.194379391100703,0.161592505854801,-0.0398126463700235,24,"8","1"
"CH",0.170773258436505,0.152967515850708,0.163069666856355,0.165467506857909,0.15587542742775,0.191846624570774,0.24824355971897,-0.0585480093676815,-0.0772833723653398,-0.0936768149882904,0.133489461358314,-0.117096018735363,25,"2","1"
"CH",0.193965475438475,0.165948455614557,0.144396305087003,0.165948455614557,0.168103412046678,0.161637896198729,-0.00468384074941459,-0.0608899297423886,-0.0140515222482434,-0.100702576112412,0.236533957845433,0.00936768149882884,26,"5","2"
"CH",0.178857116830789,0.151820191406009,0.162219056870882,0.158059385901043,0.155979862375848,0.19306438661543,-0.100702576112412,-0.0327868852459014,-0.00468384074941459,-0.126463700234192,0.173302107728337,0,27,"2","3"
"CH",0.163192372431447,0.157758954182734,0.195483709005008,0.214346343631552,0.130322301193068,0.13889631955619,-0.105386416861827,-0.0749414519906324,0.0163934426229509,-0.133489461358314,0.105386416861827,0.0398126463700235,28,"1","3"
"CH",0.145142012467724,0.170766779371187,0.165908825929812,0.161363826962767,0.175000187499957,0.181818367768553,0.159250585480094,-0.0468384074941452,-0.0281030444964872,-0.156908665105386,0.295081967213115,-0.11943793911007,29,"4","1"
"CH",0.19090917768599,0.184090992768633,0.159090754132161,0.17045462293392,0.136363698347136,0.159090754132161,0.159250585480094,0.0585480093676815,0.0983606557377046,-0.133489461358314,0.00702576112412171,-0.0398126463700235,30,"8","3"
"CH",0.174778501155199,0.157079832504462,0.150442665831269,0.181526508511834,0.179092659492774,0.157079832504462,0.0585480093676815,0.0234192037470726,-0.0749414519906324,-0.189695550351288,0.17096018735363,-0.133489461358314,31,"6","1"
"CH",0.146919737876653,0.170616194604832,0.180094635115941,0.165876618898872,0.149437037647885,0.187055775855818,0.0515222482435598,0.114754098360656,0.0117096018735363,-0.0257611241217801,0.00234192037470746,-0.0515222482435598,32,"4","3"
"CH",0.158783408791165,0.171021434988028,0.159703104974288,0.144765280986488,0.163867936040439,0.201858834219592,-0.0257611241217801,0.0491803278688527,-0.0585480093676815,-0.159250585480094,0.149882903981264,-0.0117096018735363,33,"2","3"
"CH",0.168643832351329,0.162681212776326,0.16480058054888,0.182733984426594,0.161384694095982,0.159755695800889,0.0889929742388758,0.0702576112412178,0.0257611241217801,-0.0515222482435598,0.018735362997658,0.0374707259953164,34,"4","3"
"CH",0.148512865340533,0.187246716825675,0.174916421949426,0.141137139740906,0.162199539149998,0.185987316993462,0.0444964871194377,-0.0468384074941452,-0.100702576112412,-0.0772833723653395,-0.0725995316159253,0.0257611241217801,35,"4","3"
"CH",0.165048706287036,0.165048706287036,0.162621037562603,0.14320405669706,0.150485606560385,0.21359188660588,0.161592505854801,0.135831381733021,-0.0117096018735363,-0.0725995316159253,0.121779859484778,-0.0679156908665107,36,"2","3"
"CH",0.153136687613157,0.134686137511783,0.147601633283831,0.154981521221122,0.186347013589112,0.223247006780995,0.060889929742389,-0.194379391100702,-0.0632318501170961,-0.117096018735363,0.0140515222482434,-0.0843091334894612,37,"2","1"
"CH",0.178403521126761,0.150528169014085,0.185152816901408,0.168720422535211,0.151481690140845,0.16571338028169,0.288056206088993,-0.252927400468384,0,0.323185011709602,-0.0679156908665107,0.0140515222482438,38,"4","3"
"CH",0.177452781325098,0.194154447984458,0.167014787679585,0.150313121020225,0.141962600842881,0.169102261147753,0.0796252927400466,-0.112412177985948,-0.0398126463700235,0.0257611241217801,0.018735362997658,-0.018735362997658,39,"8","3"
"CH",0.171084495862894,0.161445464363632,0.178313408041731,0.155888599571759,0.159774139867884,0.1734938922921,-0.00468384074941459,0.0210772833723655,-0.0491803278688527,0.0117096018735363,0.0889929742388758,0.0140515222482438,40,"4","3"
"CH",0.188679525631964,0.150943195977169,0.167453105531393,0.155660414070852,0.150943195977169,0.186320562811453,0.0421545667447306,-0.0608899297423886,0.018735362997658,-0.100702576112412,0.037470725995316,-0.0351288056206089,41,"4","3"
"CH",0.186636030707848,0.153715508624658,0.187298242994582,0.140552829747848,0.156682330268355,0.175115057656709,0.0866510538641687,-0.00234192037470746,0.00702576112412205,0.117096018735363,-0.0725995316159253,-0.018735362997658,42,"4","3"
"CH",0.175675556975975,0.173423531470587,0.15991002708782,0.166666779279203,0.146396522705052,0.177927582481363,0.112412177985948,-0.0234192037470726,-0.0140515222482434,-0.0936768149882904,0.0913348946135829,-0.0351288056206089,43,"8","3"
"CH",0.179403633211622,0.167601219190926,0.18884641423598,0.125110829100818,0.160519487509242,0.178518416751411,-0.0257611241217797,0.00468384074941459,-0.0819672131147541,0.110070257611241,0.00936768149882884,0.00468384074941459,44,"4","3"
"CH",0.199375578199872,0.153051464727594,0.178824702742251,0.159920377023785,0.147601569024973,0.161226308281525,-0.00468384074941459,0.0117096018735363,-0.0866510538641687,-0.0608899297423886,0.0351288056206089,0.0327868852459018,45,"5","3"
"CH",0.205542861181126,0.163972441583168,0.166281678391834,0.173210081658161,0.143187231784189,0.147805705401522,0.00936768149882884,-0.0632318501170961,-0.0936768149882904,0.0281030444964872,0.140515222482436,-0.0913348946135829,46,"5","3"
"CH",0.173709032599273,0.160959745802996,0.146552009470416,0.133802722674139,0.173709032599273,0.211267456853904,0.177985948477752,-0.0679156908665107,-0.0889929742388758,-0.0632318501170961,0.098360655737705,0.018735362997658,47,"2","3"
"CH",0.145767308002252,0.177056177875043,0.175866547462712,0.149411364222769,0.161592427995198,0.190306174442026,0.0187353629976583,-0.0444964871194381,-0.11943793911007,0.100702576112412,0.11943793911007,-0.105386416861827,48,"4","3"
"CH",0.171660749027057,0.172124320126625,0.176481146748809,0.149532460731819,0.166112730107422,0.164088593258267,0.0889929742388758,-0.0398126463700232,0.00936768149882884,-0.0585480093676815,0.0398126463700235,-0.0843091334894612,49,"4","3"
"CH",0.165811251138402,0.180079465203275,0.154649430689415,0.151056246921016,0.160801551881159,0.187602054166734,0.0960187353629975,0.0421545667447306,-0.0421545667447306,-0.0679156908665107,0.105386416861827,-0.0585480093676815,50,"8","3"
"CH",0.184797142406458,0.154530297066485,0.14470252810935,0.142505966833399,0.164618999812776,0.208845065771531,-0.00936768149882884,-0.0538641686182669,0.0327868852459014,-0.00234192037470713,0.0796252927400466,-0.0444964871194377,51,"2","3"
"CH",0.191598222178034,0.147582214944952,0.147582214944952,0.15276079719252,0.160528282189623,0.199948268549919,0.0608899297423886,-0.0444964871194377,-0.0632318501170961,0.0444964871194377,0.131147540983607,-0.135831381733021,52,"2","3"
"CH",0.193595508337897,0.191640769912763,0.136165989366949,0.138687329603394,0.158860320928107,0.181050081850889,0.0679156908665103,0.00234192037470746,-0.0398126463700235,-0.0327868852459018,0.0960187353629978,-0.0679156908665107,53,"8","3"
"CH",0.191802255805425,0.149206969817009,0.166585211517587,0.154336071941188,0.164134942642101,0.173934548276691,0.0351288056206089,0.0140515222482434,0.0140515222482438,-0.121779859484778,0.131147540983606,-0.0327868852459014,54,"5","3"
"CH",0.168005332649345,0.169093518726861,0.164901276103603,0.160838049190311,0.159781349089633,0.177380474240247,-0.00234192037470746,-0.00234192037470713,-0.00702576112412171,-0.0562060889929744,0.0749414519906324,-0.0421545667447306,55,"4","3"
"CH",0.18138252680792,0.177169447499362,0.156796077864398,0.18011381081024,0.139383316303407,0.165154820714672,0.0796252927400466,-0.056206088992974,0.0281030444964872,-0.0351288056206089,0.0819672131147541,-0.0444964871194381,56,"8","3"
"CH",0.167436276652006,0.177004555947596,0.160260425972848,0.155477003910121,0.157868714941485,0.181953022575944,0.0281030444964872,-0.0210772833723655,-0.00936768149882884,0.00936768149882884,0.0515222482435598,-0.0608899297423886,57,"8","3"
"CH",0.250040254472416,0.156099466716448,0.136854300621042,0.156099466716448,0.138993080079778,0.16191343139387,-0.0140515222482438,-0.00702576112412171,0.0327868852459018,-0.0585480093676815,0.105386416861827,-0.112412177985949,58,"5","3"
"CH",0.165183754440892,0.168512752928926,0.149143664675892,0.156891183761414,0.192397401881997,0.167871242310879,0.060889929742389,-0.161592505854801,-0.0210772833723651,-0.10304449648712,0.0351288056206089,-0.194379391100702,59,"6","1"
"CH",0.167800566122064,0.15192710753258,0.201814148425749,0.156462478596953,0.140589700279115,0.181405999043538,0.163934426229508,-0.0491803278688527,-0.0796252927400466,0.105386416861827,-0.0725995316159253,-0.0538641686182669,60,"4","3"
"CH",0.155339487699278,0.14320405669706,0.179611806013686,0.172330256150361,0.172330256150361,0.177184137289254,0.163934426229508,0.018735362997658,-0.110070257611241,-0.0655737704918035,0.0819672131147541,-0.0117096018735363,61,"4","3"
"CH",0.18599044493446,0.18599044493446,0.159420174333207,0.149758587131459,0.147342646853154,0.17149770181326,0.112412177985949,0.037470725995316,-0.0608899297423886,-0.00468384074941459,-0.0468384074941452,0.00234192037470713,62,"8","3"
"CH",0.177834039634899,0.146281401445702,0.1620577205403,0.157146634981927,0.1620577205403,0.194622482856871,0.0889929742388758,0.0351288056206089,-0.0140515222482434,-0.11943793911007,0.0936768149882904,-0.0421545667447309,63,"2","3"
"CH",0.163952527582271,0.157187737778201,0.16641353195739,0.168163430901655,0.173379690175005,0.170903081605478,0.0304449648711946,0.018735362997658,0.0515222482435598,0.0608899297423886,-0.0163934426229509,0.0889929742388758,64,"4","3"
"CH",0.155452384515527,0.169373514354425,0.176334079273874,0.148491819596078,0.162412949434976,0.187935252825119,-0.0234192037470726,0,0.0374707259953164,0.0281030444964872,0.00234192037470713,-0.107728337236534,65,"4","3"
"CH",0.17336692128991,0.168341541880172,0.15577922400966,0.168341541880172,0.160803849650176,0.17336692128991,0.107728337236534,-0.0327868852459018,0.0140515222482438,0.0632318501170961,-0.0187353629976583,-0.0819672131147541,66,"8","3"
"CH",0.157517974948914,0.195703912030507,0.178997698805584,0.15990437226939,0.147971669676215,0.15990437226939,-0.0398126463700232,0.0444964871194377,-0.0608899297423886,-0.0772833723653395,0.00234192037470713,0.018735362997658,67,"8","3"
"CH",0.144249623245834,0.169590544099097,0.163742594302576,0.161793472635396,0.179337322024958,0.181286443692138,-0.00234192037470713,0.124121779859485,-0.0655737704918032,0.0351288056206089,-0.0679156908665107,0.00936768149882917,68,"6","3"
"CH",0.157778,0.176694666666667,0.145847333333333,0.157583333333333,0.173624666666667,0.188472,0.0163934426229509,-0.0117096018735363,-0.14519906323185,-0.00936768149882917,0.0772833723653395,0.0913348946135833,69,"8","3"
"CH",0.117408751987349,0.194547042326738,0.177922541669045,0.200404939435198,0.161943587831412,0.147773136750258,-0.037470725995316,0.121779859484777,-0.126463700234192,0.0749414519906324,-0.124121779859485,-0.074941451990632,70,"1","3"
"CH",0.180827986386937,0.141612325743578,0.17421034365337,0.143872454985324,0.150326699132876,0.209150190097915,0,-0.0163934426229509,0.0234192037470726,-0.0210772833723655,0.0140515222482438,0.0772833723653395,71,"2","3"
"CH",0.166568489124045,0.150891828336273,0.163813051146384,0.147768371546149,0.172447383891828,0.19851087595532,-0.0351288056206089,-0.0679156908665107,-0.0585480093676815,-0.00936768149882884,0.0163934426229506,0.0468384074941452,72,"2","3"
"CH",0.168748743838053,0.176493184848688,0.167488259613286,0.176493184848688,0.159890776043344,0.150885850807942,-0.0351288056206089,0.0140515222482438,-0.220140515222483,-0.152224824355972,0.433255269320843,-0.140515222482436,73,"8","2"
"CH",0.142173393734038,0.178149028652126,0.15567758219891,0.15007748774639,0.170758462899876,0.20316404476866,-0.0398126463700235,0.0210772833723655,0.112412177985948,-0.206088992974239,-0.0538641686182669,-0.131147540983607,74,"2","3"
"CH",0.135016998293493,0.131025044871591,0.161804336234362,0.188591674175231,0.165229166174372,0.218332780250952,0.459016393442623,-0.250585480093677,-0.173302107728337,0.0913348946135831,0.248243559718969,-0.208430913348946,75,"2","1"
"CH",0.16286453066947,0.165398633462632,0.200389904616828,0.196347052533167,0.147076027242038,0.127923851475864,0.0140515222482434,-0.0444964871194379,-0.133489461358314,-0.161592505854801,0.344262295081967,0.10304449648712,76,"7","2"
"CH",0.163748697919863,0.152079686895244,0.16320331761427,0.214115162390771,0.151380880022061,0.155472255157792,0.0163934426229506,-0.229508196721311,-0.199063231850117,-0.0819672131147541,0.426229508196721,0.0655737704918032,77,"1","2"
"CH",0.123820147514051,0.130777941024002,0.159728960283539,0.227492664810519,0.190706794840929,0.16747349152696,0.00936768149882917,-0.203747072599532,-0.266978922716628,-0.0608899297423888,0.379391100702576,0.135831381733021,78,"1","2"
"CH",0.2,0.177272727272727,0.160075909090909,0.142954545454545,0.157556818181818,0.16214,0.00702576112412171,0.0374707259953164,0.00234192037470713,-0.00468384074941459,0.0304449648711943,0.0304449648711946,79,"5","3"
"CH",0.135172533079651,0.135094739986932,0.126974051451855,0.155862185398319,0.263448377455396,0.183448112627847,0.0351288056206089,-0.0163934426229509,0.00468384074941459,-0.0140515222482438,0.0444964871194381,-0.0562060889929744,80,"6","3"
"CH",0.203278457941489,0.145901755442047,0.139344052674081,0.150819786616463,0.18364764470569,0.177008302620229,0.0585480093676815,-0.00936768149882884,0.0210772833723651,0.0889929742388758,-0.124121779859485,-0.00468384074941459,81,"5","3"
"CH",0.146842666589134,0.157121957214997,0.130690250797246,0.227606507662331,0.176211376118337,0.161527241617955,-0.0210772833723651,0.114754098360656,-0.0351288056206089,0.00702576112412205,-0.0819672131147541,0.0163934426229506,82,"1","3"
"CH",0.177083333333333,0.166666666666667,0.163194270833333,0.194444270833333,0.1388890625,0.159722395833333,0.105386416861827,-0.00936768149882884,0.0398126463700235,-0.0117096018735363,0.0327868852459014,0.0398126463700235,83,"1","3"
"CH",0.155230128799305,0.174296517358396,0.164763567776976,0.159869605262771,0.161500762968756,0.184339417833795,-0.00936768149882917,0.0163934426229509,0.018735362997658,-0.0444964871194377,-0.00936768149882917,-0.0117096018735363,84,"8","3"
"CH",0.171212117005435,0.180466826032756,0.154244996210197,0.163933751090899,0.146099001324349,0.184043308336364,0.0702576112412178,-0.0632318501170961,0.00468384074941459,-0.0866510538641687,0.0538641686182672,0.0468384074941452,85,"8","3"
"CH",0.128211144763431,0.159033016525395,0.170598754425632,0.166261494281539,0.15844531777587,0.217450272228133,-0.0749414519906324,-0.0140515222482438,-0.0796252927400466,-0.018735362997658,0.00468384074941425,-0.056206088992974,86,"2","3"
"CH",0.140542479331988,0.123915422953614,0.123777334738627,0.162040564405799,0.204135852332963,0.245588346237008,0.098360655737705,0.0398126463700232,-0.0117096018735363,0.0281030444964872,-0.0210772833723651,-0.0327868852459018,87,"2","3"
"CH",0.137430851351877,0.134011583384856,0.127706269865027,0.252014201988637,0.183831500388206,0.165005593021398,-0.0515222482435598,-0.117096018735363,-0.133489461358314,-0.213114754098361,0.22248243559719,0.229508196721311,88,"1","2"
"CH",0.189982642487047,0.133851554404145,0.158031088082902,0.22279792746114,0.129533678756477,0.16580310880829,-0.213114754098361,-0.0538641686182671,-0.0749414519906322,-0.166276346604215,0.22248243559719,0.135831381733021,89,"1","2"
"CH",0.234876603249945,0.162828809434264,0.139773134999373,0.138332317455377,0.152741789760815,0.171447345100226,0.0491803278688523,0.0515222482435598,-0.00468384074941459,0.0257611241217797,-0.0281030444964869,0.100702576112412,79,"5","3"
"CH",0.159814128262323,0.119842426538525,0.141749235521295,0.19329423635246,0.201026005806559,0.184273967518837,-0.0140515222482438,-0.0117096018735363,-0.0163934426229506,0.0491803278688523,-0.0819672131147541,-0.00702576112412171,80,"6","3"
"CH",0.177018606053012,0.161490813433104,0.152174044693471,0.145962554974759,0.195652143532276,0.167701837313379,0.0491803278688523,-0.0257611241217797,0.0257611241217797,0.0421545667447306,-0.0444964871194377,0.0725995316159249,81,"6","3"
"CH",0.125690486973824,0.189226683594846,0.154696015841991,0.167126956785491,0.185083036613679,0.178176820190169,-0.0679156908665103,0.149882903981264,-0.0281030444964872,0.0538641686182672,-0.161592505854801,-0.0304449648711943,82,"8","3"
"CH",0.177172201503884,0.163543413365688,0.17546828356588,0.156729274833173,0.168654145033365,0.15843268169801,0.156908665105386,-0.00468384074941459,0,-0.0163934426229509,0.0936768149882904,-0.00234192037470713,83,"4","3"
"CH",0.161468243897883,0.149852688818218,0.150943253827119,0.158805038863171,0.182389922273658,0.196540852319951,-0.0257611241217801,0.0304449648711943,-0.00702576112412171,-0.00234192037470713,-0.0398126463700235,-0.0304449648711943,84,"6","3"
"CH",0.23293760621294,0.165003609793356,0.152503754452153,0.137982236789981,0.145400784985396,0.166172007766174,0.0632318501170961,-0.0163934426229509,-0.0210772833723655,-0.0117096018735363,0.0585480093676815,0.0538641686182669,85,"5","3"
"CH",0.145038342753945,0.193893006701222,0.148931473119309,0.157938802738749,0.176574530774738,0.177623843912037,-0.133489461358314,-0.0187353629976583,-0.11943793911007,0.0515222482435598,0.0421545667447306,-0.10304449648712,86,"8","3"
"CH",0.174094871043854,0.129526480435443,0.136490408981951,0.147632193263537,0.185236655325439,0.227019390949776,0.0257611241217801,0.126463700234192,-0.0281030444964869,0.0304449648711943,-0.0585480093676815,-0.0702576112412178,87,"2","3"
"CH",0.151828953655041,0.133779264214047,0.160322662844402,0.204915750915751,0.182187928014015,0.166965440356745,-0.018735362997658,-0.121779859484778,-0.199063231850117,-0.192037470725995,0.238875878220141,0.252927400468384,88,"1","2"
"CH",0.13807145611104,0.131945251253052,0.153365120164503,0.237330163218095,0.192777277984835,0.146510731268474,-0.259953161592506,0.0562060889929742,-0.14519906323185,-0.26463700234192,0.295081967213115,0.159250585480094,89,"1","2"
"CH",0.203703846153846,0.169515811965812,0.176638034188034,0.14957264957265,0.145299145299145,0.155270512820513,-0.0444964871194381,0.098360655737705,0.00234192037470713,-0.0140515222482434,0.0444964871194381,0.14519906323185,90,"5","3"
"CH",0.122960127647078,0.130193076332201,0.156713767628504,0.210960882766921,0.209755511868545,0.16941663375675,-0.0234192037470726,-0.0234192037470726,-0.018735362997658,0.0163934426229509,-0.0866510538641687,-0.00936768149882884,91,"6","3"
"CH",0.179634957201502,0.168318921594317,0.154671441465048,0.160736836550499,0.159760586805252,0.176877256383381,0.0913348946135829,0.0234192037470726,-0.00936768149882884,0.0725995316159249,-0.0351288056206089,0.0468384074941452,92,"8","3"
"CH",0.145618666801718,0.143041218680255,0.144329749442043,0.19974237116722,0.234536181116472,0.132731812792292,-0.0585480093676815,0.107728337236534,-0.0421545667447306,-0.0538641686182669,0.0936768149882904,-0.159250585480094,93,"6","3"
"CH",0.167187604003874,0.164062448730485,0.207812278808663,0.150146671829165,0.137353550827015,0.173437445800798,0.154566744730679,0.018735362997658,0.0913348946135833,0.00468384074941459,-0.0257611241217801,-0.018735362997658,94,"4","3"
"CH",0.165644120968061,0.157975258289798,0.15697863282864,0.158972343873514,0.173312983646324,0.187116660393662,0.060889929742389,-0.0866510538641687,0.056206088992974,0.00702576112412205,0.0585480093676815,-0.0913348946135833,95,"6","3"
"CH",0.195275402318834,0.182677294066568,0.154330841837663,0.151181078554161,0.163779659247298,0.152755723975477,0.0163934426229509,-0.0843091334894615,0.0491803278688527,-0.0117096018735363,-0.00234192037470746,-0.0163934426229506,96,"5","3"
"CH",0.172312325368086,0.195876256775409,0.169366668257242,0.150221001602946,0.151693609245131,0.160530138751186,0.0304449648711943,-0.0398126463700235,0.0515222482435598,-0.133489461358314,-0.00702576112412171,0.0843091334894612,97,"8","3"
"CH",0.13788302756031,0.161560050356553,0.126740825451368,0.21587760666819,0.168523561075705,0.189414928887873,-0.0234192037470726,0.0210772833723655,-0.00702576112412171,0.00468384074941425,0.0655737704918035,-0.0538641686182672,98,"1","3"
"CH",0.191485434292404,0.149117664602078,0.138220604496542,0.159999901176459,0.145882252456736,0.215294142975782,-0.0819672131147541,-0.0889929742388758,-0.154566744730679,-0.208430913348946,0.346604215456674,0.138173302107728,99,"2","2"
"CH",0.181411282058996,0.208901030513038,0.159296145117895,0.146048947959186,0.138309101267037,0.166033493083849,-0.0562060889929744,-0.0444964871194377,0.0163934426229509,0.00936768149882884,0.060889929742389,0.018735362997658,100,"8","3"
"CH",0.234657520749972,0.157698051935369,0.138890154814779,0.160591741504588,0.160591741504588,0.147570789490703,-0.00234192037470746,0.0515222482435598,-0.0491803278688523,0.0889929742388758,-0.0210772833723655,-0.0117096018735363,101,"5","3"
"CH",0.132812364501932,0.179745965585307,0.184316278799419,0.154687524169926,0.148437679443387,0.200000187500029,0.0772833723653398,-0.0187353629976583,0.0398126463700235,-0.0772833723653395,0.0304449648711943,0.0117096018735363,102,"4","3"
"CH",0.186700799641535,0.149616291756373,0.156010278255612,0.159846593428852,0.172634182795814,0.175191854121814,-0.0538641686182669,-0.0140515222482434,0.0444964871194377,0.018735362997658,-0.056206088992974,0.0140515222482434,103,"6","3"
"CH",0.210778588117196,0.166466966043948,0.155688521639344,0.130538818028601,0.189221699307988,0.147305406862923,-0.152224824355972,-0.0117096018735363,0.0234192037470726,-0.0421545667447306,0.0257611241217797,0.117096018735363,104,"5","3"
"CH",0.213292084498905,0.157650671151365,0.166924240042621,0.154598275950807,0.152840007289025,0.154694721067276,0.00234192037470746,0.0351288056206089,-0.0351288056206089,0.0913348946135829,-0.0679156908665103,0.110070257611241,105,"5","3"
"CH",0.16445858179142,0.165315136904917,0.167047433966453,0.160946934240779,0.146166219202275,0.196065693894155,0.037470725995316,0.0234192037470726,-0.0538641686182669,-0.0468384074941452,0.0117096018735363,0.0491803278688523,106,"2","3"
"CH",0.134899107152025,0.133608182887783,0.150573958524013,0.147047816245464,0.180123590242369,0.253747344948347,-0.0866510538641687,0.00702576112412205,0.0117096018735363,0.018735362997658,-0.0702576112412178,-0.0140515222482438,107,"2","3"
"CH",0.106963606052298,0.147164522334955,0.152907602673686,0.235619847579117,0.2309981614476,0.126346259912343,0.0491803278688527,-0.098360655737705,-0.110070257611241,-0.0655737704918032,-0.295081967213115,0.243559718969555,108,"1","3"
"CH",0.227527930106791,0.155556632333826,0.161613510102872,0.159603258705577,0.148226862200237,0.147471806550698,-0.0351288056206089,0.0913348946135833,-0.0281030444964872,-0.0327868852459018,0.0234192037470726,0.166276346604216,90,"5","3"
