"performer","beat_1","beat_2","beat_3","beat_4","beat_5","beat_6","intensity_1","intensity_2","intensity_3","intensity_4","intensity_5","intensity_6"
"CH",0.153136687613157,0.134686137511783,0.147601633283831,0.154981521221122,0.186347013589112,0.223247006780995,0.0300578034682082,-0.0959537572254335,-0.03121387283237,-0.0578034682080925,0.00693641618497103,-0.0416184971098265
"CH",0.178403521126761,0.150528169014085,0.185152816901408,0.168720422535211,0.151481690140845,0.16571338028169,0.142196531791907,-0.12485549132948,0,0.159537572254335,-0.0335260115606937,0.0069364161849712
"CH",0.177452781325098,0.194154447984458,0.167014787679585,0.150313121020225,0.141962600842881,0.169102261147753,0.0393063583815028,-0.0554913294797688,-0.0196531791907515,0.0127167630057804,0.00924855491329477,-0.00924855491329477
"CH",0.171084495862894,0.161445464363632,0.178313408041731,0.155888599571759,0.159774139867884,0.1734938922921,-0.00231213872832373,0.0104046242774567,-0.0242774566473989,0.00578034682080925,0.0439306358381503,0.0069364161849712
"CH",0.188679525631964,0.150943195977169,0.167453105531393,0.155660414070852,0.150943195977169,0.186320562811453,0.0208092485549133,-0.030057803468208,0.00924855491329477,-0.0497109826589595,0.0184971098265895,-0.0173410404624277
"CH",0.186636030707848,0.153715508624658,0.187298242994582,0.140552829747848,0.156682330268355,0.175115057656709,0.0427745664739885,-0.00115606936416195,0.00346820809248568,0.0578034682080925,-0.0358381502890174,-0.00924855491329477
"CH",0.175675556975975,0.173423531470587,0.15991002708782,0.166666779279203,0.146396522705052,0.177927582481363,0.0554913294797688,-0.0115606936416185,-0.00693641618497103,-0.046242774566474,0.045086705202312,-0.0173410404624277
"CH",0.179403633211622,0.167601219190926,0.18884641423598,0.125110829100818,0.160519487509242,0.178518416751411,-0.0127167630057803,0.00231213872832373,-0.0404624277456647,0.054335260115607,0.0046242774566473,0.00231213872832373
"CH",0.199375578199872,0.153051464727594,0.178824702742251,0.159920377023785,0.147601569024973,0.161226308281525,-0.00231213872832373,0.00578034682080925,-0.0427745664739885,-0.030057803468208,0.0173410404624277,0.016184971098266
"CH",0.205542861181126,0.163972441583168,0.166281678391834,0.173210081658161,0.143187231784189,0.147805705401522,0.0046242774566473,-0.03121387283237,-0.046242774566474,0.0138728323699422,0.069364161849711,-0.045086705202312
"CH",0.173709032599273,0.160959745802996,0.146552009470416,0.133802722674139,0.173709032599273,0.211267456853904,0.0878612716763005,-0.0335260115606937,-0.0439306358381503,-0.03121387283237,0.0485549132947977,0.00924855491329477
"CH",0.145767308002252,0.177056177875043,0.175866547462712,0.149411364222769,0.161592427995198,0.190306174442026,0.00924855491329493,-0.0219653179190752,-0.0589595375722543,0.0497109826589595,0.0589595375722543,-0.0520231213872832
"CH",0.171660749027057,0.172124320126625,0.176481146748809,0.149532460731819,0.166112730107422,0.164088593258267,0.0439306358381503,-0.0196531791907513,0.0046242774566473,-0.0289017341040462,0.0196531791907515,-0.0416184971098265
"CH",0.165811251138402,0.180079465203275,0.154649430689415,0.151056246921016,0.160801551881159,0.187602054166734,0.0473988439306358,0.0208092485549133,-0.0208092485549133,-0.0335260115606937,0.0520231213872832,-0.0289017341040462
"CH",0.184797142406458,0.154530297066485,0.14470252810935,0.142505966833399,0.164618999812776,0.208845065771531,-0.0046242774566473,-0.0265895953757225,0.0161849710982658,-0.00115606936416178,0.0393063583815028,-0.021965317919075
"CH",0.191598222178034,0.147582214944952,0.147582214944952,0.15276079719252,0.160528282189623,0.199948268549919,0.030057803468208,-0.021965317919075,-0.03121387283237,0.021965317919075,0.0647398843930637,-0.0670520231213872
"CH",0.193595508337897,0.191640769912763,0.136165989366949,0.138687329603394,0.158860320928107,0.181050081850889,0.0335260115606935,0.00115606936416195,-0.0196531791907515,-0.016184971098266,0.0473988439306359,-0.0335260115606937
"CH",0.191802255805425,0.149206969817009,0.166585211517587,0.154336071941188,0.164134942642101,0.173934548276691,0.0173410404624277,0.00693641618497103,0.0069364161849712,-0.0601156069364162,0.0647398843930635,-0.0161849710982658
"CH",0.168005332649345,0.169093518726861,0.164901276103603,0.160838049190311,0.159781349089633,0.177380474240247,-0.00115606936416195,-0.00115606936416178,-0.00346820809248552,-0.0277456647398845,0.0369942196531792,-0.0208092485549133
"CH",0.18138252680792,0.177169447499362,0.156796077864398,0.18011381081024,0.139383316303407,0.165154820714672,0.0393063583815028,-0.0277456647398843,0.0138728323699422,-0.0173410404624277,0.0404624277456647,-0.0219653179190752
"CH",0.167436276652006,0.177004555947596,0.160260425972848,0.155477003910121,0.157868714941485,0.181953022575944,0.0138728323699422,-0.0104046242774567,-0.0046242774566473,0.0046242774566473,0.0254335260115607,-0.030057803468208
"CH",0.250040254472416,0.156099466716448,0.136854300621042,0.156099466716448,0.138993080079778,0.16191343139387,-0.0069364161849712,-0.00346820809248552,0.016184971098266,-0.0289017341040462,0.0520231213872832,-0.0554913294797689
"CH",0.165183754440892,0.168512752928926,0.149143664675892,0.156891183761414,0.192397401881997,0.167871242310879,0.0300578034682082,-0.0797687861271677,-0.0104046242774565,-0.0508670520231215,0.0173410404624277,-0.0959537572254335
"CH",0.167800566122064,0.15192710753258,0.201814148425749,0.156462478596953,0.140589700279115,0.181405999043538,0.0809248554913295,-0.0242774566473989,-0.0393063583815028,0.0520231213872832,-0.0358381502890174,-0.0265895953757225
"CH",0.155339487699278,0.14320405669706,0.179611806013686,0.172330256150361,0.172330256150361,0.177184137289254,0.0809248554913295,0.00924855491329477,-0.0543352601156068,-0.0323699421965319,0.0404624277456647,-0.00578034682080925
"CH",0.18599044493446,0.18599044493446,0.159420174333207,0.149758587131459,0.147342646853154,0.17149770181326,0.0554913294797689,0.0184971098265895,-0.030057803468208,-0.00231213872832373,-0.023121387283237,0.00115606936416178
"CH",0.177834039634899,0.146281401445702,0.1620577205403,0.157146634981927,0.1620577205403,0.194622482856871,0.0439306358381503,0.0173410404624277,-0.00693641618497103,-0.0589595375722543,0.046242774566474,-0.0208092485549134
"CH",0.163952527582271,0.157187737778201,0.16641353195739,0.168163430901655,0.173379690175005,0.170903081605478,0.0150289017341042,0.00924855491329477,0.0254335260115607,0.030057803468208,-0.00809248554913298,0.0439306358381503
"CH",0.155452384515527,0.169373514354425,0.176334079273874,0.148491819596078,0.162412949434976,0.187935252825119,-0.0115606936416185,0,0.0184971098265897,0.0138728323699422,0.00115606936416178,-0.053179190751445
"CH",0.17336692128991,0.168341541880172,0.15577922400966,0.168341541880172,0.160803849650176,0.17336692128991,0.053179190751445,-0.016184971098266,0.0069364161849712,0.03121387283237,-0.00924855491329493,-0.0404624277456647
"CH",0.157517974948914,0.195703912030507,0.178997698805584,0.15990437226939,0.147971669676215,0.15990437226939,-0.0196531791907513,0.021965317919075,-0.030057803468208,-0.038150289017341,0.00115606936416178,0.00924855491329477
"CH",0.144249623245834,0.169590544099097,0.163742594302576,0.161793472635396,0.179337322024958,0.181286443692138,-0.00115606936416178,0.061271676300578,-0.0323699421965318,0.0173410404624277,-0.0335260115606937,0.00462427745664746
"CH",0.157778,0.176694666666667,0.145847333333333,0.157583333333333,0.173624666666667,0.188472,0.00809248554913298,-0.00578034682080925,-0.0716763005780347,-0.00462427745664746,0.038150289017341,0.0450867052023122
"CH",0.117408751987349,0.194547042326738,0.177922541669045,0.200404939435198,0.161943587831412,0.147773136750258,-0.0184971098265895,0.0601156069364161,-0.0624277456647398,0.0369942196531792,-0.0612716763005782,-0.0369942196531791
"CH",0.180827986386937,0.141612325743578,0.17421034365337,0.143872454985324,0.150326699132876,0.209150190097915,0,-0.00809248554913298,0.0115606936416185,-0.0104046242774567,0.0069364161849712,0.038150289017341
"CH",0.166568489124045,0.150891828336273,0.163813051146384,0.147768371546149,0.172447383891828,0.19851087595532,-0.0173410404624277,-0.0335260115606937,-0.0289017341040462,-0.0046242774566473,0.00809248554913282,0.023121387283237
"CH",0.168748743838053,0.176493184848688,0.167488259613286,0.176493184848688,0.159890776043344,0.150885850807942,-0.0173410404624277,0.0069364161849712,-0.108670520231214,-0.0751445086705202,0.213872832369942,-0.069364161849711
"CH",0.142173393734038,0.178149028652126,0.15567758219891,0.15007748774639,0.170758462899876,0.20316404476866,-0.0196531791907515,0.0104046242774567,0.0554913294797688,-0.101734104046243,-0.0265895953757225,-0.0647398843930636
"CH",0.135016998293493,0.131025044871591,0.161804336234362,0.188591674175231,0.165229166174372,0.218332780250952,0.226589595375723,-0.123699421965318,-0.0855491329479769,0.0450867052023121,0.122543352601156,-0.102890173410405
"CH",0.16286453066947,0.165398633462632,0.200389904616828,0.196347052533167,0.147076027242038,0.127923851475864,0.00693641618497103,-0.0219653179190751,-0.0658959537572254,-0.0797687861271677,0.169942196531792,0.0508670520231215
"CH",0.163748697919863,0.152079686895244,0.16320331761427,0.214115162390771,0.151380880022061,0.155472255157792,0.00809248554913282,-0.113294797687861,-0.0982658959537572,-0.0404624277456647,0.210404624277457,0.0323699421965318
"CH",0.123820147514051,0.130777941024002,0.159728960283539,0.227492664810519,0.190706794840929,0.16747349152696,0.00462427745664746,-0.100578034682081,-0.131791907514451,-0.0300578034682081,0.18728323699422,0.0670520231213872
"CH",0.2,0.177272727272727,0.160075909090909,0.142954545454545,0.157556818181818,0.16214,0.00346820809248552,0.0184971098265897,0.00115606936416178,-0.00231213872832373,0.015028901734104,0.0150289017341042
"CH",0.135172533079651,0.135094739986932,0.126974051451855,0.155862185398319,0.263448377455396,0.183448112627847,0.0173410404624277,-0.00809248554913298,0.00231213872832373,-0.0069364161849712,0.0219653179190752,-0.0277456647398845
"CH",0.203278457941489,0.145901755442047,0.139344052674081,0.150819786616463,0.18364764470569,0.177008302620229,0.0289017341040462,-0.0046242774566473,0.0104046242774565,0.0439306358381503,-0.061271676300578,-0.00231213872832373
"CH",0.146842666589134,0.157121957214997,0.130690250797246,0.227606507662331,0.176211376118337,0.161527241617955,-0.0104046242774565,0.0566473988439305,-0.0173410404624277,0.00346820809248568,-0.0404624277456647,0.00809248554913282
"CH",0.177083333333333,0.166666666666667,0.163194270833333,0.194444270833333,0.1388890625,0.159722395833333,0.0520231213872832,-0.0046242774566473,0.0196531791907515,-0.00578034682080925,0.0161849710982658,0.0196531791907515
"CH",0.155230128799305,0.174296517358396,0.164763567776976,0.159869605262771,0.161500762968756,0.184339417833795,-0.00462427745664746,0.00809248554913298,0.00924855491329477,-0.021965317919075,-0.00462427745664746,-0.00578034682080925
"CH",0.171212117005435,0.180466826032756,0.154244996210197,0.163933751090899,0.146099001324349,0.184043308336364,0.0346820809248555,-0.03121387283237,0.00231213872832373,-0.0427745664739885,0.0265895953757227,0.023121387283237
"CH",0.128211144763431,0.159033016525395,0.170598754425632,0.166261494281539,0.15844531777587,0.217450272228133,-0.0369942196531792,-0.0069364161849712,-0.0393063583815028,-0.00924855491329477,0.00231213872832357,-0.0277456647398843
"CH",0.140542479331988,0.123915422953614,0.123777334738627,0.162040564405799,0.204135852332963,0.245588346237008,0.0485549132947977,0.0196531791907513,-0.00578034682080925,0.0138728323699422,-0.0104046242774565,-0.016184971098266
"CH",0.137430851351877,0.134011583384856,0.127706269865027,0.252014201988637,0.183831500388206,0.165005593021398,-0.0254335260115607,-0.0578034682080925,-0.0658959537572254,-0.105202312138728,0.109826589595376,0.113294797687861
"CH",0.189982642487047,0.133851554404145,0.158031088082902,0.22279792746114,0.129533678756477,0.16580310880829,-0.105202312138728,-0.0265895953757226,-0.0369942196531791,-0.0820809248554913,0.109826589595376,0.0670520231213873
"CH",0.234876603249945,0.162828809434264,0.139773134999373,0.138332317455377,0.152741789760815,0.171447345100226,0.0242774566473988,0.0254335260115607,-0.00231213872832373,0.0127167630057803,-0.0138728323699421,0.0497109826589595
"CH",0.159814128262323,0.119842426538525,0.141749235521295,0.19329423635246,0.201026005806559,0.184273967518837,-0.0069364161849712,-0.00578034682080925,-0.00809248554913282,0.0242774566473988,-0.0404624277456647,-0.00346820809248552
"CH",0.177018606053012,0.161490813433104,0.152174044693471,0.145962554974759,0.195652143532276,0.167701837313379,0.0242774566473988,-0.0127167630057803,0.0127167630057803,0.0208092485549133,-0.021965317919075,0.0358381502890173
"CH",0.125690486973824,0.189226683594846,0.154696015841991,0.167126956785491,0.185083036613679,0.178176820190169,-0.0335260115606935,0.0739884393063583,-0.0138728323699422,0.0265895953757227,-0.0797687861271677,-0.015028901734104
"CH",0.177172201503884,0.163543413365688,0.17546828356588,0.156729274833173,0.168654145033365,0.15843268169801,0.077456647398844,-0.00231213872832373,0,-0.00809248554913298,0.046242774566474,-0.00115606936416178
"CH",0.161468243897883,0.149852688818218,0.150943253827119,0.158805038863171,0.182389922273658,0.196540852319951,-0.0127167630057804,0.015028901734104,-0.00346820809248552,-0.00115606936416178,-0.0196531791907515,-0.015028901734104
"CH",0.23293760621294,0.165003609793356,0.152503754452153,0.137982236789981,0.145400784985396,0.166172007766174,0.03121387283237,-0.00809248554913298,-0.0104046242774567,-0.00578034682080925,0.0289017341040462,0.0265895953757225
"CH",0.145038342753945,0.193893006701222,0.148931473119309,0.157938802738749,0.176574530774738,0.177623843912037,-0.0658959537572253,-0.00924855491329493,-0.0589595375722543,0.0254335260115607,0.0208092485549133,-0.0508670520231215
"CH",0.174094871043854,0.129526480435443,0.136490408981951,0.147632193263537,0.185236655325439,0.227019390949776,0.0127167630057804,0.0624277456647398,-0.0138728323699421,0.015028901734104,-0.0289017341040462,-0.0346820809248555
"CH",0.151828953655041,0.133779264214047,0.160322662844402,0.204915750915751,0.182187928014015,0.166965440356745,-0.00924855491329477,-0.0601156069364162,-0.0982658959537572,-0.0947976878612717,0.117919075144509,0.12485549132948
"CH",0.13807145611104,0.131945251253052,0.153365120164503,0.237330163218095,0.192777277984835,0.146510731268474,-0.128323699421965,0.0277456647398844,-0.0716763005780346,-0.130635838150289,0.145664739884393,0.0786127167630058
"CH",0.203703846153846,0.169515811965812,0.176638034188034,0.14957264957265,0.145299145299145,0.155270512820513,-0.0219653179190752,0.0485549132947977,0.00115606936416178,-0.00693641618497103,0.0219653179190752,0.0716763005780345
"CH",0.122960127647078,0.130193076332201,0.156713767628504,0.210960882766921,0.209755511868545,0.16941663375675,-0.0115606936416185,-0.0115606936416185,-0.00924855491329477,0.00809248554913298,-0.0427745664739885,-0.0046242774566473
"CH",0.179634957201502,0.168318921594317,0.154671441465048,0.160736836550499,0.159760586805252,0.176877256383381,0.045086705202312,0.0115606936416185,-0.0046242774566473,0.0358381502890173,-0.0173410404624277,0.023121387283237
"CH",0.145618666801718,0.143041218680255,0.144329749442043,0.19974237116722,0.234536181116472,0.132731812792292,-0.0289017341040462,0.053179190751445,-0.0208092485549133,-0.0265895953757225,0.046242774566474,-0.0786127167630057
"CH",0.167187604003874,0.164062448730485,0.207812278808663,0.150146671829165,0.137353550827015,0.173437445800798,0.076300578034682,0.00924855491329477,0.0450867052023122,0.00231213872832373,-0.0127167630057804,-0.00924855491329477
"CH",0.165644120968061,0.157975258289798,0.15697863282864,0.158972343873514,0.173312983646324,0.187116660393662,0.0300578034682082,-0.0427745664739885,0.0277456647398843,0.00346820809248568,0.0289017341040462,-0.0450867052023122
"CH",0.195275402318834,0.182677294066568,0.154330841837663,0.151181078554161,0.163779659247298,0.152755723975477,0.00809248554913298,-0.0416184971098267,0.0242774566473989,-0.00578034682080925,-0.00115606936416195,-0.00809248554913282
"CH",0.172312325368086,0.195876256775409,0.169366668257242,0.150221001602946,0.151693609245131,0.160530138751186,0.015028901734104,-0.0196531791907515,0.0254335260115607,-0.0658959537572255,-0.00346820809248552,0.0416184971098265
"CH",0.13788302756031,0.161560050356553,0.126740825451368,0.21587760666819,0.168523561075705,0.189414928887873,-0.0115606936416185,0.0104046242774567,-0.00346820809248552,0.00231213872832357,0.0323699421965319,-0.0265895953757227
"CH",0.191485434292404,0.149117664602078,0.138220604496542,0.159999901176459,0.145882252456736,0.215294142975782,-0.0404624277456647,-0.0439306358381503,-0.076300578034682,-0.102890173410405,0.171098265895954,0.0682080924855492
"CH",0.181411282058996,0.208901030513038,0.159296145117895,0.146048947959186,0.138309101267037,0.166033493083849,-0.0277456647398845,-0.021965317919075,0.00809248554913298,0.0046242774566473,0.0300578034682082,0.00924855491329477
"CH",0.234657520749972,0.157698051935369,0.138890154814779,0.160591741504588,0.160591741504588,0.147570789490703,-0.00115606936416195,0.0254335260115607,-0.0242774566473988,0.0439306358381503,-0.0104046242774567,-0.00578034682080925
"CH",0.132812364501932,0.179745965585307,0.184316278799419,0.154687524169926,0.148437679443387,0.200000187500029,0.0381502890173412,-0.00924855491329493,0.0196531791907515,-0.038150289017341,0.015028901734104,0.00578034682080925
"CH",0.186700799641535,0.149616291756373,0.156010278255612,0.159846593428852,0.172634182795814,0.175191854121814,-0.0265895953757225,-0.00693641618497103,0.021965317919075,0.00924855491329477,-0.0277456647398843,0.00693641618497103
"CH",0.210778588117196,0.166466966043948,0.155688521639344,0.130538818028601,0.189221699307988,0.147305406862923,-0.0751445086705202,-0.00578034682080925,0.0115606936416185,-0.0208092485549133,0.0127167630057803,0.0578034682080925
"CH",0.213292084498905,0.157650671151365,0.166924240042621,0.154598275950807,0.152840007289025,0.154694721067276,0.00115606936416195,0.0173410404624277,-0.0173410404624277,0.045086705202312,-0.0335260115606935,0.054335260115607
"CH",0.16445858179142,0.165315136904917,0.167047433966453,0.160946934240779,0.146166219202275,0.196065693894155,0.0184971098265895,0.0115606936416185,-0.0265895953757225,-0.023121387283237,0.00578034682080925,0.0242774566473988
"CH",0.134899107152025,0.133608182887783,0.150573958524013,0.147047816245464,0.180123590242369,0.253747344948347,-0.0427745664739885,0.00346820809248568,0.00578034682080925,0.00924855491329477,-0.0346820809248555,-0.0069364161849712
"CH",0.106963606052298,0.147164522334955,0.152907602673686,0.235619847579117,0.2309981614476,0.126346259912343,0.0242774566473989,-0.0485549132947977,-0.054335260115607,-0.0323699421965318,-0.145664739884393,0.120231213872832
"CH",0.227527930106791,0.155556632333826,0.161613510102872,0.159603258705577,0.148226862200237,0.147471806550698,-0.0173410404624277,0.0450867052023122,-0.0138728323699422,-0.016184971098266,0.0115606936416185,0.0820809248554914
"CH",0.132055694471252,0.122974366981775,0.193162817629595,0.162650641602564,0.203614386413105,0.185542092901709,-0.00231213872832373,-0.00346820809248552,-0.0300578034682082,0.0289017341040462,-0.0728323699421965,-0.0115606936416185
"CH",0.193088365101422,0.172514267236482,0.151484841334347,0.155854592171154,0.14711509049754,0.179942843659055,0.0670520231213872,-0.0289017341040462,0.023121387283237,0.0208092485549134,-0.0173410404624277,-0.00231213872832373
"CH",0.135257235228682,0.138689997663841,0.142953394560021,0.173048846046342,0.211922012151791,0.198128514349323,0.0393063583815028,0.016184971098266,-0.0115606936416185,-0.0184971098265895,0.0647398843930635,-0.0635838150289017
"CH",0.174679410903563,0.153846227810686,0.187500090144274,0.168269311667938,0.145833243189059,0.169871716284479,0.046242774566474,-0.0208092485549133,0.0439306358381503,-0.00924855491329477,-0.00462427745664746,0
"CH",0.169866963033076,0.150627961780786,0.16636799597282,0.151246130353362,0.149187784102743,0.212703164757213,0.0520231213872832,-0.0184971098265895,-0.0265895953757225,0.0127167630057803,0.0416184971098265,-0.0254335260115606
"CH",0.17601261682243,0.174454672897196,0.158878504672897,0.188473364485981,0.138629439252336,0.163551401869159,-0.00578034682080925,-0.0531791907514452,0,-0.0265895953757225,0.0485549132947977,-0.0104046242774567
"CH",0.173912952009243,0.151472693260223,0.164612528643066,0.143960489189478,0.171335812436413,0.194705524461578,0.00115606936416195,-0.0104046242774567,0.0196531791907515,-0.0508670520231215,-0.00115606936416178,0.0127167630057803
"CH",0.147297142257143,0.1246451182912,0.163192680649638,0.185135245251994,0.185135245251994,0.194594568298031,-0.00578034682080925,0.016184971098266,-0.023121387283237,0.0427745664739885,-0.0127167630057804,-0.0289017341040462
