"performer","beat_1","beat_2","beat_3","beat_4","beat_5","beat_6","beat_7","beat_8","intensity_1","intensity_2","intensity_3","intensity_4","intensity_5","intensity_6","intensity_7","intensity_8","bar"
"CH",0.139823939521941,0.104275715585903,0.127305268750245,0.120744778715973,0.118495168461528,0.120075107669931,0.131924651732952,0.137355369561525,0.0011723329425557,-0.0422039859320047,-0.0328253223915592,0.0644783118405627,-0.0433763188745604,0.0339976553341149,0.0937866354044549,-0.0562719812426729,"35"
"CH",0.115155825874163,0.124730759822913,0.124596038490883,0.119110666419723,0.11642919894534,0.117874010986133,0.135566377659261,0.146537121801583,0.0668229777256741,-0.0762016412661196,0.0797186400937866,-0.117233294255569,0.0386869871043376,-0.044548651817116,0.0961313012895663,-0.0187573270808911,"36"
"CH",0.15385040862903,0.103337869757434,0.131499060449743,0.149651086106888,0.16421525022775,0.0946643149359803,0.110704296008759,0.092077713884416,0.0656506447831185,-0.0293083235638921,0.0246189917936693,0.00703399765533422,-0.078546307151231,0.0222743259085579,0.075029308323564,-0.0633059788980071,"37"
"CH",0.136315933348108,0.105467314340608,0.13866252973991,0.137661354372101,0.128650776061819,0.101118539680952,0.114176763935611,0.137946788520891,0.0246189917936695,0.0175849941383353,0.0609613130128957,-0.148886283704572,0.0762016412661196,0.041031652989449,0.041031652989449,0.00351699882766702,"38"
"CH",0.106028909298063,0.0861582199445148,0.108016089560044,0.132019541321581,0.157768594568151,0.091527980197856,0.109054607936252,0.209426057173538,-0.0187573270808909,0.0128956623681125,0.0281359906213365,-0.00820633059788983,0.0140679953106683,-0.0175849941383353,0.0128956623681125,-0.044548651817116,"39"
"CH",0.144853287014995,0.123428006387386,0.122962159181739,0.121099251772041,0.117373116010718,0.119236183891379,0.123733703571939,0.127314292169803,-0.00117233294255579,-0.0351699882766706,-0.0609613130128955,0.00234466588511124,0.0398593200468934,0.0164126611957797,-0.0762016412661196,0.0269636576787807,"40"
"CH",0.121863370361595,0.118828696718091,0.12342437675955,0.123278489814373,0.129478926252782,0.124956270106703,0.119922929229712,0.138246940757193,0.166471277842907,-0.0797186400937868,0.00703399765533422,0.078546307151231,-0.110199296600235,0.00820633059788983,0.0504103165298945,0.0515826494724502,"41"
"CH",0.123179302852354,0.116553246121185,0.123194275318646,0.1242388927746,0.130954455238331,0.125910379423685,0.129559218818975,0.126410229452223,-0.0117233294255569,-0.0597889800703401,-0.00117233294255562,0.00703399765533405,-0.0281359906213364,-0.0105509964830012,-0.0152403282532239,-0.00703399765533422,"42"
"CH",0.127019647539343,0.115603511745678,0.116783101078653,0.124188517536691,0.119404555211876,0.119666686174759,0.13159407849912,0.14573990221388,-0.0187573270808909,0.0128956623681125,-0.0211019929660023,-0.00351699882766702,-0.05978898007034,0.0574443141852286,-0.0105509964830011,-0.00586166471277843,"43"
"CH",0.126400426412744,0.12461668800084,0.121312109553423,0.12347425317986,0.12615828317133,0.116991131090185,0.122229396279747,0.138817712311871,-0.0304806565064479,0.075029308323564,0.0023446658851114,0.044548651817116,0.044548651817116,-0.0105509964830012,-0.0140679953106681,-0.00937866354044562,"44"
"CH",0.124892848127154,0.120974633186234,0.121862390671341,0.136249596703975,0.130295664922088,0.120530838815234,0.126040807483014,0.119153220090959,0.0281359906213365,-0.0574443141852287,-0.0293083235638921,-0.0527549824150059,0.0562719812426731,-0.161781946072685,0.110199296600234,-0.0750293083235639,"45"
"CH",0.120771796132754,0.10964679045049,0.119171339898587,0.129449336931412,0.125494811576115,0.126169409995,0.134265913439485,0.135030601576157,0.0527549824150058,-0.025791324736225,0.0422039859320047,-0.0293083235638921,0.00820633059788983,-0.00937866354044554,0.151230949589683,-0.0304806565064478,"46"
"CH",0.122445642449718,0.12813658650872,0.120331436833393,0.14633062966419,0.111540032302815,0.10590717875107,0.121939837811946,0.143368655678146,-0.0304806565064479,0.0539273153575617,-0.0457209847596718,-0.0633059788980069,-0.0703399765533412,0.0644783118405628,0.0152403282532239,-0.0902696365767878,"47"
"CH",0.137925634049079,0.115705021699154,0.128561251878695,0.120117471681559,0.120577685175123,0.113562491655349,0.123561548480167,0.139988895380874,0.0234466588511137,0.0246189917936694,0.0128956623681126,0.00937866354044545,0.0211019929660023,0.0164126611957797,-0.00820633059788983,-0.0117233294255569,"48"
"CH",0.13579790984934,0.110011300314722,0.111595640038148,0.112953574221508,0.121550330650236,0.125631785408138,0.132553706438351,0.149905753079556,-0.0246189917936693,0.00937866354044545,0.0351699882766706,-0.00586166471277843,0.0211019929660023,0.00586166471277843,0.0281359906213365,-0.0363423212192264,"49"
"CH",0.119282594384296,0.113486870509437,0.134633491270839,0.112296294812378,0.121303326358662,0.110275735535386,0.148370876591147,0.140350810537856,-0.0269636576787807,0,0.0398593200468934,0.0164126611957795,-0.0164126611957795,0.0128956623681125,0.0550996483001173,-0.00703399765533422,"50"
"CH",0.126705719134192,0.114217805849945,0.129446857823285,0.10623784507479,0.115984451769744,0.132553515250963,0.147173425293393,0.127680379803688,0.0199296600234467,-0.0304806565064478,-0.0152403282532239,-0.0211019929660025,0.0257913247362251,-0.0339976553341148,0.0550996483001171,-0.0199296600234465,"51"
"CH",0.134686307280909,0.127306218233556,0.123616332626525,0.116697419686308,0.122232486471823,0.116697419686308,0.128690064388258,0.130073751626313,0.0152403282532239,0.0128956623681125,-0.0609613130128957,-0.00703399765533405,-0.0246189917936693,0.0234466588511137,0.0140679953106681,-0.0363423212192262,"52"
"CH",0.132350665077742,0.135935391419491,0.125253056656616,0.105840708168462,0.130799894436447,0.120352529285176,0.117845178926048,0.131622576030019,0.0363423212192262,-0.0457209847596717,-0.041031652989449,-0.00468933177022281,0.0269636576787807,0.0316529894490035,-0.00117233294255562,-0.0152403282532239,"53"
"CH",0.132686538461538,0.115069378698225,0.122311390532544,0.137721597633136,0.132404881656805,0.113351775147929,0.115914644970414,0.130539792899408,-0.015240328253224,-0.0621336459554513,0.0879249706916764,0.0234466588511137,0.0304806565064479,-0.0433763188745604,-0.0175849941383353,0.0117233294255569,"54"
"CH",0.113252283971093,0.0990064402098112,0.109668595195954,0.118342458144499,0.114935981393104,0.107192756363878,0.121632421959538,0.215969062762124,-0.00351699882766702,0.0128956623681125,-0.0398593200468934,0.0023446658851114,-0.041031652989449,-0.0316529894490035,0,-0.0574443141852286,"55"
"CH",0.152586634929258,0.14238752649394,0.114048240138564,0.127872335957721,0.101606672442441,0.124450900607676,0.119543298328706,0.117504391101694,0.0621336459554513,0.0586166471277843,0.0468933177022274,0.00586166471277843,-0.0117233294255569,0.0128956623681125,0.0105509964830012,0.0539273153575615,"56"
"CH",0.129436384052256,0.136395270766777,0.115518440129125,0.115518440129125,0.104384153188257,0.114822483260038,0.141962414237211,0.141962414237211,-0.0386869871043376,-0.00468933177022264,0.0187573270808909,0.0187573270808909,-0.0128956623681125,-0.0644783118405627,-0.0117233294255569,-0.033997655334115,"57"
"CH",0.0998921743016601,0.115093292283901,0.132184197505467,0.135642777717678,0.111900197384872,0.119733876245183,0.142780732540838,0.142772752020402,0.154747948417351,-0.0152403282532239,-0.0867526377491208,0.00351699882766719,0.0164126611957795,0.0257913247362251,-0.0304806565064478,0.0222743259085579,"58"
"CH",0.110981945058989,0.114927841317941,0.119792500026072,0.108846906197438,0.114319703111755,0.13621074178857,0.160533886348772,0.134386476150464,-0.00351699882766702,-0.0457209847596718,0.00586166471277843,-0.0304806565064478,0.0105509964830012,-0.00937866354044562,-0.0363423212192262,0.0164126611957797,"59"
"CH",0.135549716085819,0.124554579832087,0.120599761420413,0.123859188532336,0.118644073210617,0.114732696791026,0.127770564951927,0.134289419175774,0.0527549824150059,-0.0422039859320048,0.0422039859320048,0.0656506447831183,0.00820633059788983,0.0222743259085579,-0.0832356389214536,-0.0574443141852287,"60"
"CH",0.120297581881953,0.104057282331282,0.108401439043357,0.123171336081287,0.132928778612466,0.138342211796023,0.143164124064954,0.129637246188676,0.0996483001172333,0.0597889800703401,-0.0515826494724502,-0.00703399765533405,-0.044548651817116,0.044548651817116,-0.11957796014068,0.0937866354044549,"61"
"CH",0.12972794171277,0.117868601477886,0.137901640983414,0.114141869440649,0.151878312896422,0.0992335715892669,0.11088072208886,0.138367339810732,0.00820633059788983,0.0140679953106683,-0.00586166471277843,0.0422039859320046,-0.0457209847596718,-0.0621336459554513,0.0293083235638921,-0.0679953106682298,"62"
"CH",0.14394422887625,0.120481871557261,0.123018405601845,0.124920767295723,0.129993680026647,0.117945492870921,0.116043131177044,0.123652422594309,0.112543962485346,0.00586166471277843,-0.00351699882766702,0.0457209847596718,-0.00703399765533422,0.0398593200468934,-0.0293083235638921,0.0140679953106683,"63"
"CH",0.125684671191105,0.124743535390585,0.126625977117402,0.123601651172745,0.124990387893577,0.122212744326135,0.128462314758547,0.123678718149903,0.0304806565064478,-0.00937866354044545,0.00937866354044545,-0.0515826494724501,-0.0281359906213365,0,0.037514654161782,-0.00468933177022281,"64"
"CH",0.127061168765187,0.112214540014973,0.114809172096716,0.117317194606305,0.123327898913757,0.127782014672138,0.129324300723055,0.148163710207868,0.0457209847596718,-0.0023446658851114,-0.0504103165298945,0.00586166471277843,-0.0222743259085581,-0.0433763188745604,0.0515826494724502,0.0726846424384526,"65"
"CH",0.124603982221138,0.114870942429427,0.120265601561612,0.154745697387794,0.103591402262008,0.1295709449249,0.119388442630451,0.132962986582671,-0.0949589683470107,-0.025791324736225,-0.0199296600234467,0.0211019929660023,0.0726846424384526,-0.0633059788980071,0.0105509964830012,-0.0726846424384526,"66"
"CH",0.10902921792987,0.0972815809025495,0.131067930566013,0.114563128504111,0.121844746275612,0.120874260346409,0.137572327069457,0.167766808405978,-0.033997655334115,-0.0750293083235638,0.0246189917936693,0.00351699882766711,0.0386869871043377,-0.0586166471277844,0.0386869871043377,-0.0527549824150059,"67"
"CH",0.113532687682601,0.104409452104193,0.120121608371671,0.11758741765867,0.117615605687475,0.127188856316056,0.136284773100028,0.163259599079307,-0.109026963657679,0.0996483001172333,0.0656506447831184,-0.00468933177022273,-0.00937866354044554,-0.0433763188745603,0.0562719812426729,-0.0164126611957796,"68"
"CH",0.128579148715298,0.122946495130969,0.136064789400273,0.172130219603002,0.118197080931214,0.111612835700386,0.105412751541664,0.105056678977194,-0.0668229777256741,-0.0480656506447831,0.0398593200468933,0.00468933177022273,0.116060961313013,-0.0996483001172334,-0.0562719812426729,-0.0457209847596717,"69"
"CH",0.109661634708166,0.103595159807746,0.104061846901024,0.103128587042516,0.110335598553064,0.120187360805601,0.141860528927283,0.207169283254599,0.150058616647128,-0.0351699882766706,0.00586166471277843,0.00937866354044545,0.018757327080891,-0.0316529894490035,-0.0574443141852287,0.0269636576787808,"70"
"DPB",0.123344435362628,0.129139086210584,0.1225165172306,0.12086099139704,0.1225165172306,0.126655642244996,0.124999961196188,0.129966849127364,0,-0.0375426621160409,0.0227531285551763,-0.0466439135381116,0.101251422070535,-0.0170648464163823,-0.0147895335608646,0.00796359499431175,"1"
"DPB",0.125806476977112,0.120967766324146,0.128225832303595,0.121774167696405,0.138709654981785,0.130645187630078,0.10967739106399,0.124193523022888,0.0716723549488054,-0.0557451649601821,-0.0159271899886233,-0.0534698521046644,-0.102389078498294,0.117178612059158,0.0625711035267349,-0.10580204778157,"2"
"DPB",0.124172179005992,0.128311303377933,0.128311303377933,0.124172179005992,0.129139066166232,0.114238404685513,0.130560216754956,0.121095347625448,0.0125142207053469,-0.0238907849829351,0.129692832764505,-0.0819112627986347,0.0352673492605233,-0.106939704209329,0.155858930602958,-0.0568828213879408,"3"
"DPB",0.112834959633939,0.114370793893422,0.114120088619554,0.112834959633939,0.139571169686876,0.121359600088064,0.128349860796426,0.15655856764778,0.0136518771331058,0.0238907849829351,-0.0648464163822524,0.0511945392491468,-0.138794084186576,0.0739476678043231,-0.0523321956769056,-0.0511945392491468,"4"
"DPB",0.139767069443331,0.128119761659709,0.126455971969215,0.123128080608161,0.120632240082388,0.118867680830666,0.120784954324558,0.122244241081972,0.0204778156996587,0.119453924914676,-0.0625711035267349,-0.006825938566553,0.0307167235494881,0.0398179749715586,-0.0477815699658703,-0.0364050056882821,"5"
"DPB",0.132653040074451,0.112244880062997,0.119047653213065,0.115646186918656,0.13010202007302,0.126700713217361,0.129251733218793,0.134353773221656,0.0170648464163822,0,0.0557451649601821,0.0409556313993173,-0.0466439135381114,-0.0102389078498294,0.025028441410694,-0.0807736063708759,"6"
"DPB",0.142114454301826,0.117850911812274,0.124783375734768,0.117850911812274,0.119584068412486,0.117850911812274,0.121317225012698,0.138648141101402,0.00455062571103525,0.0170648464163822,0.0364050056882822,0.0546075085324232,-0.00341296928327642,0.0125142207053471,-0.0170648464163823,0.0295790671217292,"7"
"DPB",0.134469637784091,0.121212180397727,0.126893998579545,0.121212180397727,0.145833274147727,0.119318181818182,0.119318181818182,0.111742365056818,-0.0295790671217292,0.0170648464163823,-0.0284414106939704,0.00341296928327642,0.043230944254835,-0.0614334470989762,0.0523321956769057,0.0091012514220705,"8"
"DPB",0.1157834768338,0.173002691821827,0.136712780364505,0.116743586833863,0.0998463996811058,0.109062994851956,0.135176777175563,0.11367129243738,-0.0147895335608646,-0.0136518771331058,0.00682593856655284,-0.0386803185437997,-0.0580204778156998,0.0898748577929466,-0.00455062571103533,0.0193401592718999,"9"
"DPB",0.122645020242915,0.117462834008097,0.129554655870445,0.12609991902834,0.132577651821862,0.131713846153846,0.123346882591093,0.116599190283401,-0.0364050056882822,0.0432309442548352,0.0147895335608646,-0.0352673492605234,-0.00796359499431159,-0.00227531285551767,-0.0295790671217293,0.0113765642775882,"10"
"DPB",0.0837234439361037,0.101034273046429,0.0848178367299212,0.112605310265583,0.118453975295814,0.133551413489077,0.14864776295095,0.217165984286122,-0.0489192263936291,0.101251422070535,-0.0819112627986348,0.0273037542662117,-0.0841865756541525,0.0284414106939704,-0.0102389078498294,-0.120591581342435,"11"
"DPB",0.174651867777931,0.109737269444769,0.105100481371052,0.129830066064087,0.120556489916652,0.129830066064087,0.111282913769218,0.119010845592204,0.0978384527872583,-0.0102389078498293,0.0568828213879408,-0.0102389078498294,0.0364050056882822,-0.0648464163822526,0.0796359499431172,0.0409556313993175,"12"
"DPB",0.112275454354204,0.110778401514708,0.113772507193699,0.116332247208657,0.106721608660255,0.140719037271662,0.143712581573381,0.155688162223436,-0.0546075085324233,0.0170648464163823,-0.0602957906712173,0.0523321956769057,-0.00227531285551767,-0.0637087599544938,-0.0193401592718999,-0.0113765642775882,"13"
"DPB",0.141891874771733,0.141891874771733,0.138996122225371,0.0888031384166098,0.133325333816924,0.113779004128981,0.102316529643276,0.138996122225371,0.0682593856655291,-0.0511945392491468,-0.0182025028441411,0.106939704209329,0.0216154721274174,-0.00113765642775875,-0.0841865756541525,0.0716723549488056,"14"
"DPB",0.102915946456049,0.111492221725331,0.113207541101654,0.137834362251589,0.127174199872738,0.127787353784983,0.133790730392864,0.145797644414792,0.0136518771331057,-0.00341296928327642,-0.00568828213879408,0.0216154721274176,-0.0466439135381116,-0.0773606370875995,-0.0466439135381114,0.0170648464163823,"15"
"DPB",0.130226376382386,0.124874609780956,0.127773427609162,0.121975624710043,0.124874609780956,0.127550493081671,0.12398253718558,0.118742321469247,0.00455062571103525,-0.0147895335608647,0.0523321956769056,-0.0250284414106939,0.0261660978384528,-0.0625711035267349,0.0147895335608646,-0.0284414106939704,"16"
"DPB",0.123365146694945,0.124425592082008,0.120655178508307,0.130081300813008,0.126310887239307,0.122540296924708,0.128196005655709,0.124425592082008,0.0841865756541525,-0.0261660978384528,-0.00568828213879408,-0.00455062571103525,0.0557451649601821,0.00113765642775875,-0.0614334470989761,0.00113765642775883,"17"
"DPB",0.113162175542825,0.113162175542825,0.111556988140544,0.114767362945106,0.12359551745361,0.120385293130665,0.136436715708625,0.1669337715358,0.0420932878270763,-0.00568828213879416,-0.0091012514220705,-0.0580204778156997,0.0375426621160409,-0.0500568828213879,-0.0170648464163823,-0.0193401592718998,"18"
"DPB",0.141776205636192,0.159136612705187,0.117182747715716,0.118629493514193,0.109949289979695,0.107643610915844,0.119488426779567,0.126193612753606,0.0705346985210466,-0.141069397042093,0.0819112627986348,-0.0944254835039818,0.00227531285551767,-0.0102389078498293,0.128555176336746,0.0887372013651877,"19"
"DPB",0.142139223104481,0.111275273682568,0.107593781718911,0.111700309983903,0.141268052685406,0.15112396691924,0.129769588745039,0.105129803160453,-0.119453924914676,0.128555176336746,-0.0602957906712173,0.0955631399317407,-0.050056882821388,0.0511945392491468,-0.0841865756541524,-0.0284414106939704,"20"
"DPB",0.123839009287926,0.113519156346749,0.130030959752322,0.130030959752322,0.12177496130031,0.12177496130031,0.123839009287926,0.135190982972136,0.0113765642775882,0.149032992036405,-0.0853242320819113,0.0602957906712173,0,0.0136518771331058,-0.0739476678043231,0.0477815699658703,"21"
"DPB",0.118409804586638,0.115816890340633,0.096802077831831,0.108902398332238,0.124837963116767,0.167296447723689,0.143474534259933,0.124459883808272,-0.0147895335608646,0.0466439135381114,-0.00796359499431175,0.0659840728100113,-0.0648464163822524,0.0238907849829351,-0.0341296928327645,-0.0523321956769055,"22"
