"performer","beat_1","beat_2","beat_3","beat_4","intensity_1","intensity_2","intensity_3","intensity_4"
"CH",0.252686396181811,0.252686396181811,0.257454215835133,0.237172991801245,0.0399999999999999,-0.00444444444444451,0.0344444444444445,-0.0522222222222223
"CH",0.238663330289151,0.210433630126581,0.243574475664292,0.307328563919976,0.02,0.0177777777777779,0.0366666666666666,-0.00222222222222225
"CH",0.213973906390024,0.272925863410772,0.237991097435713,0.275109132763492,-0.00222222222222225,-0.0677777777777777,-0.0177777777777779,-0.00555555555555556
"CH",0.310173900461213,0.233250501434631,0.218362161656663,0.238213436447493,-0.0333333333333333,0.048888888888889,0.0177777777777777,0.0133333333333334
"CH",0.248384237401568,0.243100019662418,0.265206781572437,0.243308961363577,-0.021111111111111,-0.0255555555555557,-0.00555555555555556,0.0733333333333334
"CH",0.294064794335925,0.225023457273721,0.209680937926564,0.27123081046379,0.00111111111111105,0.0366666666666666,0.00777777777777781,-0.00555555555555556
"CH",0.254968327376427,0.22452998171068,0.25004508941578,0.270456601497112,-0.0311111111111111,-0.0177777777777777,0.0033333333333333,0.0599999999999999
"CH",0.306905419901761,0.219949044109502,0.24040908574314,0.232736450245596,-0.0222222222222222,-0.0166666666666667,-0.00111111111111105,0.051111111111111
"CH",0.284615384615385,0.225640865384615,0.238461538461538,0.251282211538462,0.00777777777777781,-0.0588888888888889,0.0122222222222222,0.0333333333333333
"CH",0.258883289797476,0.246192773824996,0.233502733740916,0.261421202636612,-0.0466666666666665,-0.0144444444444446,0.03,-0.0155555555555555
"CH",0.244332374737465,0.244332374737465,0.226700287578761,0.28463496294631,-0.0155555555555556,-0.00222222222222225,0.0211111111111112,0.0122222222222222
"CH",0.287531965648855,0.231552003816794,0.239185591603053,0.241730438931298,0.0266666666666667,-0.0155555555555556,-0.00777777777777781,0.0244444444444445
"CH",0.258312097726311,0.227621570453462,0.248081602275703,0.265984729544524,-0.0166666666666667,-0.00111111111111105,-0.00222222222222225,0.00444444444444451
"CH",0.258064646201939,0.236559091007606,0.252688131395227,0.252688131395227,-0.00111111111111121,0.00888888888888886,-0.00444444444444435,0.00888888888888886
"CH",0.247340343304407,0.228723494440328,0.244680935943838,0.279255226311427,0.00888888888888886,0.0188888888888889,-0.0066666666666666,-0.0111111111111111
"CH",0.256613067830661,0.242548532175861,0.26435100809256,0.236487391900918,-0.00555555555555556,-0.00555555555555556,-0.00111111111111121,-0.0355555555555556
"CH",0.263852121347645,0.253298194805111,0.261213763392771,0.221635920454472,0.0311111111111112,0.0222222222222222,-0.0377777777777778,-0.0155555555555556
"CH",0.238761657960953,0.223805276770509,0.254010819851133,0.283422245417406,0.0622222222222223,-0.03,0.0111111111111111,0.0144444444444444
"CH",0.235555416666667,0.217777916666667,0.26,0.286666666666667,-0.0155555555555555,-0.0222222222222222,0.0444444444444444,-0.0433333333333334
"CH",0.26303869047619,0.261373299319728,0.221619897959184,0.253968112244898,0.0133333333333334,-0.0122222222222223,0.0133333333333334,0.0233333333333334
"CH",0.251988232739355,0.21824013040976,0.283321826398823,0.246449810452062,-0.0444444444444444,0.0277777777777778,0.0388888888888889,-0.0122222222222223
"CH",0.248721073297659,0.235475572352813,0.264629550670559,0.251173803678969,-0.0311111111111111,0.0333333333333333,-0.0377777777777778,-0.0188888888888888
"CH",0.255458585005072,0.226084941617069,0.243714040314967,0.274742433062891,-0.0388888888888889,0.117777777777778,-0.0377777777777778,-0.0477777777777777
"CH",0.26401891472515,0.24065412986394,0.261682173388485,0.233644782022425,-0.0111111111111111,0.0311111111111111,0.0222222222222222,-0.0111111111111111
"CH",0.224586336619532,0.239758758972181,0.268515395161616,0.267139509246671,-0.00555555555555556,0.0233333333333334,0.0311111111111111,-0.0255555555555555
"CH",0.256723637920649,0.229189110883524,0.254546071349,0.259541179846828,0.0133333333333334,-0.0311111111111112,0.0166666666666667,-0.0133333333333332
"CH",0.22699747544676,0.212078228456115,0.271008367777263,0.289915928319862,0.0122222222222222,-0.0433333333333334,0.0333333333333333,-0.0122222222222222
"CH",0.2243815645719,0.265017726373173,0.243816308263319,0.266784400791608,-0.0344444444444444,-0.0900000000000001,-0.0344444444444444,-0.0244444444444445
"CH",0.250493066010749,0.250493066010749,0.278106611725818,0.220907256252684,0.00777777777777781,0.0377777777777777,-0.0233333333333333,-0.0833333333333333
"CH",0.224550324675325,0.307917207792208,0.24458887987013,0.222943587662338,0.0944444444444444,-0.0122222222222222,-0.0466666666666667,-0.00333333333333338
"CH",0.214537592127727,0.240529459720492,0.246653860742385,0.298279087409396,0.0466666666666666,0.00666666666666676,0.0277777777777778,-0.0433333333333334
"CH",0.281853368502248,0.239382089842895,0.229729822667734,0.249034718987124,0.0244444444444445,0.0577777777777778,0.0222222222222222,-0.05
"CH",0.21209523332807,0.220057616102642,0.264011672556688,0.303835478012601,0.00888888888888886,-0.00444444444444451,-0.0122222222222222,-0.08
"CH",0.259875322277723,0.234927303813071,0.259875322277723,0.245322051631483,0.0900000000000001,-0.0100000000000001,0.0533333333333333,-0.0488888888888888
"CH",0.247901035192234,0.243803751400206,0.268388990729828,0.239906222677732,0.0188888888888888,-0.0099999999999999,0.0577777777777778,0.00888888888888886
"CH",0.253885246329325,0.258115413074573,0.235334974533171,0.252664366062931,-0.108888888888889,0.00777777777777765,0.0388888888888889,-0.021111111111111
"CH",0.217346906586355,0.228777673532334,0.264650432969097,0.289224986912215,0.0422222222222222,-0.0433333333333334,0.00666666666666676,-0.0722222222222222
"CH",0.248747991574709,0.270450723033105,0.215358909081917,0.26544237631027,0.0122222222222222,-0.0266666666666667,-0.0811111111111111,0.161111111111111
"CH",0.219336250179586,0.22799425649506,0.324675236830293,0.22799425649506,0.00222222222222225,-0.0155555555555555,-0.0811111111111112,-0.0255555555555556
"CH",0.260606060606061,0.236363636363636,0.274747348484848,0.228282954545455,0.0633333333333334,0.0455555555555555,-0.0388888888888889,0.0155555555555556
"CH",0.248987822749516,0.246963658025853,0.257084861198778,0.246963658025853,0.0122222222222222,0.0188888888888889,0.0122222222222223,0.0455555555555555
"CH",0.225152158361075,0.261663319176384,0.251521203286157,0.261663319176384,-0.0188888888888889,0.00777777777777781,-0.00222222222222225,0.0033333333333333
"CH",0.240325707697848,0.266802537321469,0.242362621898852,0.250509133081831,0.00888888888888902,0.0111111111111111,-0.0211111111111112,0.0155555555555556
"CH",0.25754536499681,0.241448661789655,0.233400498817845,0.26760547439569,-0.0388888888888889,0.0222222222222222,-0.0633333333333334,-0.0133333333333334
"CH",0.258655743038631,0.24643578066084,0.22606930398913,0.268839172311398,0.0722222222222222,-0.0333333333333333,0.0755555555555555,-0.0422222222222222
"CH",0.225631856314096,0.245487224110196,0.249097444822039,0.279783474753669,0.0855555555555556,-0.136666666666667,0.0311111111111111,-0.0455555555555556
"CH",0.228796967455621,0.244575813609467,0.280078772189349,0.246548446745562,0.0644444444444446,0.00777777777777765,0.0177777777777779,-0.0411111111111111
"CH",0.26996189044224,0.25285162224948,0.24334615534056,0.23384033196772,0.00111111111111105,0.0811111111111112,-0.0855555555555556,0.0033333333333333
"CH",0.266260289634146,0.236018673780488,0.257883765243902,0.239837271341463,0.0722222222222222,-0.0766666666666667,-0.0355555555555554,-0.0200000000000001
"CH",0.263374614197531,0.248971064814815,0.230452546296296,0.257201774691358,0.0422222222222223,0.00111111111111105,0.00222222222222225,-0.0555555555555556
"CH",0.282208697165912,0.253578701525576,0.229038814815496,0.235173786493016,0.0777777777777778,0.0033333333333333,-0.0233333333333333,-0.0700000000000001
"CH",0.248289062941874,0.246594202842406,0.244786222937442,0.260330511278277,-0.0422222222222222,0.0688888888888889,-0.02,-0.05
"CH",0.257633557057066,0.25572527961292,0.208015123089799,0.278626040240215,0.128888888888889,0.0922222222222222,-0.0388888888888889,0.0400000000000001
"CH",0.216494817462008,0.261855507492847,0.257732054415972,0.263917620629173,0.00555555555555556,-0.0422222222222222,-0.0755555555555557,-0.00777777777777765
"CH",0.228618850057836,0.26609586841857,0.230443903394266,0.274841378129328,0.145555555555555,-0.128888888888889,0.0522222222222221,-0.0688888888888888
"CH",0.260245840226906,0.260245840226906,0.209016446981672,0.270491872564517,0.14,-0.0711111111111112,-0.00111111111111105,-0.0155555555555556
"CH",0.240449511109688,0.244943610970896,0.222700218342635,0.291906659576781,0.0455555555555556,-0.0600000000000001,0.1,-0.0277777777777778
"CH",0.270661216254851,0.227272797708472,0.217030806551961,0.285035179484716,0.02,-0.0444444444444444,0.1,-0.105555555555556
"CH",0.239740853096767,0.22678188806451,0.265658783161283,0.26781847567744,0.0455555555555556,0.0411111111111111,-0.0233333333333334,-0.0399999999999999
"CH",0.253835419542145,0.23758983389653,0.257896530388844,0.250678216172481,-0.028888888888889,-0.0877777777777777,0.0411111111111111,-0.0688888888888889
"CH",0.254215251298111,0.233195093660335,0.257394736277643,0.255194918763911,0.106666666666667,-0.0399999999999999,0.0677777777777777,-0.0288888888888888
